Date,SKU,Predicted_Demand
2025-09-13,SKU008,22.38
2025-09-13,SKU009,20.41
2025-09-13,SKU010,16.16
2025-09-13,SKU011,15.2
2025-09-13,SKU012,14.79
2025-09-13,SKU013,16.0
2025-09-13,SKU014,15.73
2025-09-13,SKU015,25.88
2025-09-13,SKU016,25.52
2025-09-13,SKU017,17.29
2025-09-13,SKU018,16.57
2025-09-13,SKU019,17.5
2025-09-13,SKU020,16.25
2025-09-13,SKU021,16.47
2025-09-13,SKU022,25.81
2025-09-13,SKU023,24.32
2025-09-13,SKU024,15.85
2025-09-13,SKU025,16.29
2025-09-13,SKU026,16.92
2025-09-13,SKU027,16.4
2025-09-13,SKU028,17.63
2025-09-13,SKU029,23.96
2025-09-13,SKU030,24.73
2025-09-13,SKU031,17.14
2025-09-13,SKU032,17.54
2025-09-13,SKU033,16.13
2025-09-13,SKU034,18.0
2025-09-13,SKU035,16.5
2025-09-13,SKU036,25.21
2025-09-13,SKU037,24.33
2025-09-13,SKU038,17.42
2025-09-13,SKU039,18.36
2025-09-13,SKU040,17.95
2025-09-13,SKU041,17.75
2025-09-13,SKU042,18.36
2025-09-13,SKU043,21.75
2025-09-13,SKU044,22.82
2025-09-13,SKU045,17.07
2025-09-13,SKU046,18.56
2025-09-13,SKU047,18.47
2025-09-13,SKU048,19.24
2025-09-13,SKU049,19.05
2025-09-13,SKU050,22.25
2025-09-14,SKU001,21.59
2025-09-14,SKU002,18.36
2025-09-14,SKU003,19.68
2025-09-14,SKU004,19.64
2025-09-14,SKU005,19.09
2025-09-14,SKU006,18.3
2025-09-14,SKU007,19.96
2025-09-14,SKU008,21.05
2025-09-14,SKU009,19.06
2025-09-14,SKU010,20.1
2025-09-14,SKU011,19.3
2025-09-14,SKU012,18.91
2025-09-14,SKU013,19.39
2025-09-14,SKU014,21.48
2025-09-14,SKU015,21.59
2025-09-14,SKU016,17.18
2025-09-14,SKU017,18.41
2025-09-14,SKU018,17.62
2025-09-14,SKU019,17.81
2025-09-14,SKU020,17.67
2025-09-14,SKU021,23.29
2025-09-14,SKU022,23.6
2025-09-14,SKU023,19.31
2025-09-14,SKU024,19.08
2025-09-14,SKU025,20.32
2025-09-14,SKU026,19.64
2025-09-14,SKU027,18.52
2025-09-14,SKU028,23.56
2025-09-14,SKU029,22.72
2025-09-14,SKU030,19.79
2025-09-14,SKU031,20.84
2025-09-14,SKU032,20.88
2025-09-14,SKU033,20.3
2025-09-14,SKU034,20.45
2025-09-14,SKU035,25.02
2025-09-14,SKU036,25.48
2025-09-14,SKU037,20.52
2025-09-14,SKU038,20.7
2025-09-14,SKU039,21.25
2025-09-14,SKU040,21.47
2025-09-14,SKU041,21.41
2025-09-14,SKU042,26.11
2025-09-14,SKU043,26.33
2025-09-14,SKU044,22.03
2025-09-14,SKU045,23.31
2025-09-14,SKU046,22.75
2025-09-14,SKU047,21.81
2025-09-14,SKU048,22.26
2025-09-14,SKU049,26.13
2025-09-14,SKU050,26.54
2025-09-15,SKU001,22.4
2025-09-15,SKU002,23.16
2025-09-15,SKU003,22.94
2025-09-15,SKU004,21.86
2025-09-15,SKU005,21.91
2025-09-15,SKU006,25.51
2025-09-15,SKU007,27.41
2025-09-15,SKU008,22.44
2025-09-15,SKU009,23.73
2025-09-15,SKU010,22.94
2025-09-15,SKU011,22.57
2025-09-15,SKU012,22.52
2025-09-15,SKU013,27.1
2025-09-15,SKU014,27.6
2025-09-15,SKU015,23.08
2025-09-15,SKU016,24.97
2025-09-15,SKU017,24.03
2025-09-15,SKU018,23.57
2025-09-15,SKU019,24.22
2025-09-15,SKU020,28.23
2025-09-15,SKU021,27.43
2025-09-15,SKU022,24.25
2025-09-15,SKU023,24.98
2025-09-15,SKU024,24.67
2025-09-15,SKU025,24.47
2025-09-15,SKU026,23.67
2025-09-15,SKU027,31.11
2025-09-15,SKU028,29.44
2025-09-15,SKU029,24.05
2025-09-15,SKU030,24.39
2025-09-15,SKU031,24.15
2025-09-15,SKU032,23.87
2025-09-15,SKU033,24.33
2025-09-15,SKU034,35.26
2025-09-15,SKU035,35.84
2025-09-15,SKU036,24.18
2025-09-15,SKU037,24.37
2025-09-15,SKU038,24.64
2025-09-15,SKU039,25.21
2025-09-15,SKU040,24.24
2025-09-15,SKU041,34.41
2025-09-15,SKU042,35.54
2025-09-15,SKU043,22.67
2025-09-15,SKU044,23.54
2025-09-15,SKU045,23.12
2025-09-15,SKU046,24.69
2025-09-15,SKU047,24.32
2025-09-15,SKU048,34.26
2025-09-15,SKU049,35.62
2025-09-15,SKU050,25.36
2025-09-16,SKU001,25.55
2025-09-16,SKU002,24.04
2025-09-16,SKU003,24.39
2025-09-16,SKU004,23.99
2025-09-16,SKU005,34.21
2025-09-16,SKU006,34.98
2025-09-16,SKU007,26.09
2025-09-16,SKU008,24.79
2025-09-16,SKU009,24.84
2025-09-16,SKU010,24.16
2025-09-16,SKU011,25.27
2025-09-16,SKU012,31.55
2025-09-16,SKU013,32.93
2025-09-16,SKU014,26.18
2025-09-16,SKU015,26.25
2025-09-16,SKU016,25.85
2025-09-16,SKU017,26.81
2025-09-16,SKU018,26.02
2025-09-16,SKU019,31.94
2025-09-16,SKU020,32.51
2025-09-16,SKU021,26.43
2025-09-16,SKU022,26.21
2025-09-16,SKU023,27.79
2025-09-16,SKU024,27.86
2025-09-16,SKU025,26.82
2025-09-16,SKU026,32.87
2025-09-16,SKU027,28.12
2025-09-16,SKU028,24.22
2025-09-16,SKU029,24.88
2025-09-16,SKU030,25.1
2025-09-16,SKU031,26.47
2025-09-16,SKU032,25.04
2025-09-16,SKU033,28.34
2025-09-16,SKU034,28.4
2025-09-16,SKU035,25.82
2025-09-16,SKU036,25.18
2025-09-16,SKU037,26.12
2025-09-16,SKU038,25.62
2025-09-16,SKU039,24.74
2025-09-16,SKU040,30.64
2025-09-16,SKU041,29.37
2025-09-16,SKU042,24.68
2025-09-16,SKU043,24.78
2025-09-16,SKU044,23.41
2025-09-16,SKU045,23.56
2025-09-16,SKU046,22.78
2025-09-16,SKU047,29.17
2025-09-16,SKU048,26.98
2025-09-16,SKU049,22.79
2025-09-16,SKU050,23.1
2025-09-17,SKU001,23.49
2025-09-17,SKU002,24.91
2025-09-17,SKU003,24.44
2025-09-17,SKU004,26.52
2025-09-17,SKU005,26.89
2025-09-17,SKU006,23.06
2025-09-17,SKU007,22.08
2025-09-17,SKU008,22.45
2025-09-17,SKU009,22.03
2025-09-17,SKU010,21.76
2025-09-17,SKU011,29.9
2025-09-17,SKU012,28.88
2025-09-17,SKU013,21.8
2025-09-17,SKU014,21.74
2025-09-17,SKU015,21.95
2025-09-17,SKU016,22.01
2025-09-17,SKU017,21.73
2025-09-17,SKU018,30.16
2025-09-17,SKU019,31.82
2025-09-17,SKU020,21.67
2025-09-17,SKU021,22.33
2025-09-17,SKU022,22.4
2025-09-17,SKU023,21.94
2025-09-17,SKU024,23.67
2025-09-17,SKU025,31.8
2025-09-17,SKU026,33.92
2025-09-17,SKU027,21.41
2025-09-17,SKU028,21.13
2025-09-17,SKU029,21.79
2025-09-17,SKU030,22.2
2025-09-17,SKU031,22.12
2025-09-17,SKU032,32.18
2025-09-17,SKU033,35.27
2025-09-17,SKU034,23.32
2025-09-17,SKU035,23.82
2025-09-17,SKU036,24.28
2025-09-17,SKU037,24.59
2025-09-17,SKU038,24.07
2025-09-17,SKU039,34.0
2025-09-17,SKU040,32.42
2025-09-17,SKU041,22.82
2025-09-17,SKU042,22.89
2025-09-17,SKU043,23.23
2025-09-17,SKU044,23.54
2025-09-17,SKU045,23.43
2025-09-17,SKU046,33.4
2025-09-17,SKU047,32.42
2025-09-17,SKU048,22.23
2025-09-17,SKU049,22.81
2025-09-17,SKU050,22.21
2025-09-18,SKU001,22.15
2025-09-18,SKU002,22.44
2025-09-18,SKU003,25.33
2025-09-18,SKU004,25.47
2025-09-18,SKU005,20.91
2025-09-18,SKU006,21.64
2025-09-18,SKU007,22.29
2025-09-18,SKU008,22.63
2025-09-18,SKU009,21.55
2025-09-18,SKU010,24.49
2025-09-18,SKU011,26.83
2025-09-18,SKU012,21.7
2025-09-18,SKU013,22.31
2025-09-18,SKU014,21.41
2025-09-18,SKU015,21.52
2025-09-18,SKU016,21.04
2025-09-18,SKU017,25.11
2025-09-18,SKU018,25.37
2025-09-18,SKU019,21.58
2025-09-18,SKU020,21.23
2025-09-18,SKU021,21.46
2025-09-18,SKU022,20.46
2025-09-18,SKU023,20.43
2025-09-18,SKU024,24.98
2025-09-18,SKU025,24.75
2025-09-18,SKU026,21.08
2025-09-18,SKU027,20.47
2025-09-18,SKU028,20.24
2025-09-18,SKU029,19.67
2025-09-18,SKU030,20.35
2025-09-18,SKU031,23.23
2025-09-18,SKU032,20.42
2025-09-18,SKU033,18.66
2025-09-18,SKU034,19.86
2025-09-18,SKU035,21.93
2025-09-18,SKU036,20.35
2025-09-18,SKU037,20.33
2025-09-18,SKU038,21.44
2025-09-18,SKU039,21.65
2025-09-18,SKU040,19.09
2025-09-18,SKU041,18.12
2025-09-18,SKU042,19.47
2025-09-18,SKU043,18.91
2025-09-18,SKU044,19.58
2025-09-18,SKU045,21.72
2025-09-18,SKU046,24.55
2025-09-18,SKU047,19.97
2025-09-18,SKU048,19.54
2025-09-18,SKU049,19.08
2025-09-18,SKU050,19.04
2025-09-19,SKU001,19.34
2025-09-19,SKU002,22.95
2025-09-19,SKU003,22.19
2025-09-19,SKU004,19.18
2025-09-19,SKU005,18.92
2025-09-19,SKU006,18.08
2025-09-19,SKU007,18.01
2025-09-19,SKU008,18.38
2025-09-19,SKU009,20.71
2025-09-19,SKU010,22.72
2025-09-19,SKU011,19.79
2025-09-19,SKU012,18.51
2025-09-19,SKU013,17.68
2025-09-19,SKU014,18.04
2025-09-19,SKU015,17.62
2025-09-19,SKU016,21.37
2025-09-19,SKU017,22.6
2025-09-19,SKU018,17.96
2025-09-19,SKU019,17.65
2025-09-19,SKU020,17.75
2025-09-19,SKU021,17.57
2025-09-19,SKU022,18.1
2025-09-19,SKU023,21.9
2025-09-19,SKU024,26.42
2025-09-19,SKU025,16.18
2025-09-19,SKU026,16.69
2025-09-19,SKU027,16.18
2025-09-19,SKU028,16.39
2025-09-19,SKU029,17.24
2025-09-19,SKU030,26.02
2025-09-19,SKU031,26.34
2025-09-19,SKU032,18.42
2025-09-19,SKU033,17.71
2025-09-19,SKU034,17.72
2025-09-19,SKU035,17.51
2025-09-19,SKU036,18.23
2025-09-19,SKU037,25.72
2025-09-19,SKU038,27.0
2025-09-19,SKU039,17.79
2025-09-19,SKU040,18.22
2025-09-19,SKU041,17.32
2025-09-19,SKU042,17.91
2025-09-19,SKU043,17.11
2025-09-19,SKU044,20.98
2025-09-19,SKU045,19.8
2025-09-19,SKU046,17.21
2025-09-19,SKU047,16.95
2025-09-19,SKU048,15.75
2025-09-19,SKU049,16.18
2025-09-19,SKU050,16.38
2025-09-20,SKU001,18.2
2025-09-20,SKU002,18.2
2025-09-20,SKU003,16.38
2025-09-20,SKU004,16.86
2025-09-20,SKU005,16.57
2025-09-20,SKU006,16.97
2025-09-20,SKU007,16.94
2025-09-20,SKU008,18.17
2025-09-20,SKU009,17.94
2025-09-20,SKU010,17.53
2025-09-20,SKU011,16.41
2025-09-20,SKU012,17.04
2025-09-20,SKU013,17.23
2025-09-20,SKU014,16.94
2025-09-20,SKU015,17.92
2025-09-20,SKU016,18.71
2025-09-20,SKU017,16.5
2025-09-20,SKU018,17.77
2025-09-20,SKU019,16.85
2025-09-20,SKU020,17.25
2025-09-20,SKU021,16.28
2025-09-20,SKU022,21.11
2025-09-20,SKU023,19.49
2025-09-20,SKU024,15.87
2025-09-20,SKU025,17.07
2025-09-20,SKU026,16.93
2025-09-20,SKU027,17.68
2025-09-20,SKU028,17.2
2025-09-20,SKU029,25.22
2025-09-20,SKU030,26.28
2025-09-20,SKU031,17.1
2025-09-20,SKU032,16.89
2025-09-20,SKU033,17.09
2025-09-20,SKU034,17.05
2025-09-20,SKU035,17.28
2025-09-20,SKU036,26.75
2025-09-20,SKU037,25.5
2025-09-20,SKU038,17.13
2025-09-20,SKU039,18.29
2025-09-20,SKU040,19.02
2025-09-20,SKU041,17.81
2025-09-20,SKU042,18.38
2025-09-20,SKU043,25.05
2025-09-20,SKU044,26.62
2025-09-20,SKU045,18.88
2025-09-20,SKU046,18.23
2025-09-20,SKU047,18.52
2025-09-20,SKU048,19.25
2025-09-20,SKU049,19.33
2025-09-20,SKU050,27.04
2025-09-21,SKU001,25.31
2025-09-21,SKU002,20.41
2025-09-21,SKU003,18.97
2025-09-21,SKU004,18.52
2025-09-21,SKU005,19.05
2025-09-21,SKU006,18.53
2025-09-21,SKU007,22.01
2025-09-21,SKU008,22.36
2025-09-21,SKU009,19.28
2025-09-21,SKU010,19.17
2025-09-21,SKU011,19.52
2025-09-21,SKU012,19.55
2025-09-21,SKU013,18.82
2025-09-21,SKU014,18.76
2025-09-21,SKU015,18.65
2025-09-21,SKU016,17.4
2025-09-21,SKU017,17.82
2025-09-21,SKU018,15.9
2025-09-21,SKU019,18.25
2025-09-21,SKU020,19.51
2025-09-21,SKU021,20.74
2025-09-21,SKU022,20.63
2025-09-21,SKU023,17.82
2025-09-21,SKU024,17.37
2025-09-21,SKU025,17.53
2025-09-21,SKU026,17.48
2025-09-21,SKU027,17.37
2025-09-21,SKU028,20.85
2025-09-21,SKU029,22.87
2025-09-21,SKU030,17.06
2025-09-21,SKU031,16.76
2025-09-21,SKU032,16.9
2025-09-21,SKU033,10.2
2025-09-21,SKU034,8.47
2025-09-21,SKU035,6.51
2025-09-21,SKU036,6.95
2025-09-21,SKU037,8.55
2025-09-21,SKU038,11.23
2025-09-21,SKU039,11.45
2025-09-21,SKU040,8.77
2025-09-21,SKU041,8.61
2025-09-21,SKU042,8.63
2025-09-21,SKU043,9.78
2025-09-21,SKU044,9.25
2025-09-21,SKU045,12.64
2025-09-21,SKU046,13.88
2025-09-21,SKU047,10.86
2025-09-21,SKU048,10.93
2025-09-21,SKU049,11.29
2025-09-21,SKU050,11.33
2025-09-22,SKU001,11.23
2025-09-22,SKU002,14.04
2025-09-22,SKU003,13.01
2025-09-22,SKU004,9.61
2025-09-22,SKU005,11.5
2025-09-22,SKU006,10.12
2025-09-22,SKU007,10.34
2025-09-22,SKU008,10.15
2025-09-22,SKU009,12.12
2025-09-22,SKU010,12.24
2025-09-22,SKU011,9.51
2025-09-22,SKU012,9.82
2025-09-22,SKU013,10.48
2025-09-22,SKU014,10.35
2025-09-22,SKU015,10.89
2025-09-22,SKU016,13.72
2025-09-22,SKU017,13.69
2025-09-22,SKU018,10.58
2025-09-22,SKU019,11.18
2025-09-22,SKU020,11.03
2025-09-22,SKU021,11.19
2025-09-22,SKU022,11.02
2025-09-22,SKU023,12.71
2025-09-22,SKU024,11.89
2025-09-22,SKU025,9.57
2025-09-22,SKU026,10.23
2025-09-22,SKU027,9.96
2025-09-22,SKU028,9.91
2025-09-22,SKU029,9.85
2025-09-22,SKU030,12.62
2025-09-22,SKU031,12.29
2025-09-22,SKU032,10.49
2025-09-22,SKU033,9.35
2025-09-22,SKU034,10.68
2025-09-22,SKU035,10.44
2025-09-22,SKU036,9.49
2025-09-22,SKU037,13.39
2025-09-22,SKU038,13.85
2025-09-22,SKU039,8.87
2025-09-22,SKU040,9.65
2025-09-22,SKU041,9.91
2025-09-22,SKU042,10.41
2025-09-22,SKU043,10.62
2025-09-22,SKU044,14.09
2025-09-22,SKU045,14.8
2025-09-22,SKU046,11.39
2025-09-22,SKU047,10.92
2025-09-22,SKU048,11.1
2025-09-22,SKU049,11.19
2025-09-22,SKU050,10.8
2025-09-23,SKU001,15.52
2025-09-23,SKU002,15.74
2025-09-23,SKU003,10.74
2025-09-23,SKU004,11.5
2025-09-23,SKU005,11.19
2025-09-23,SKU006,11.09
2025-09-23,SKU007,11.34
2025-09-23,SKU008,16.33
2025-09-23,SKU009,16.02
2025-09-23,SKU010,11.29
2025-09-23,SKU011,10.85
2025-09-23,SKU012,10.66
2025-09-23,SKU013,10.71
2025-09-23,SKU014,10.65
2025-09-23,SKU015,15.84
2025-09-23,SKU016,15.83
2025-09-23,SKU017,11.97
2025-09-23,SKU018,11.8
2025-09-23,SKU019,11.98
2025-09-23,SKU020,11.98
2025-09-23,SKU021,11.98
2025-09-23,SKU022,14.79
2025-09-23,SKU023,14.99
2025-09-23,SKU024,11.91
2025-09-23,SKU025,11.64
2025-09-23,SKU026,11.82
2025-09-23,SKU027,11.28
2025-09-23,SKU028,12.12
2025-09-23,SKU029,14.14
2025-09-23,SKU030,14.82
2025-09-23,SKU031,11.14
2025-09-23,SKU032,11.24
2025-09-23,SKU033,10.42
2025-09-23,SKU034,10.09
2025-09-23,SKU035,11.08
2025-09-23,SKU036,14.06
2025-09-23,SKU037,14.04
2025-09-23,SKU038,10.58
2025-09-23,SKU039,10.16
2025-09-23,SKU040,10.23
2025-09-23,SKU041,10.13
2025-09-23,SKU042,9.74
2025-09-23,SKU043,13.49
2025-09-23,SKU044,14.39
2025-09-23,SKU045,10.86
2025-09-23,SKU046,11.22
2025-09-23,SKU047,10.26
2025-09-23,SKU048,10.9
2025-09-23,SKU049,10.74
2025-09-23,SKU050,14.82
2025-09-24,SKU001,14.63
2025-09-24,SKU002,11.12
2025-09-24,SKU003,10.98
2025-09-24,SKU004,11.17
2025-09-24,SKU005,11.11
2025-09-24,SKU006,11.4
2025-09-24,SKU007,13.9
2025-09-24,SKU008,14.67
2025-09-24,SKU009,10.59
2025-09-24,SKU010,10.75
2025-09-24,SKU011,10.66
2025-09-24,SKU012,10.26
2025-09-24,SKU013,10.99
2025-09-24,SKU014,14.82
2025-09-24,SKU015,13.81
2025-09-24,SKU016,10.77
2025-09-24,SKU017,10.84
2025-09-24,SKU018,10.14
2025-09-24,SKU019,10.21
2025-09-24,SKU020,11.45
2025-09-24,SKU021,13.77
2025-09-24,SKU022,13.61
2025-09-24,SKU023,10.53
2025-09-24,SKU024,10.1
2025-09-24,SKU025,10.15
2025-09-24,SKU026,10.67
2025-09-24,SKU027,10.16
2025-09-24,SKU028,14.3
2025-09-24,SKU029,14.29
2025-09-24,SKU030,10.35
2025-09-24,SKU031,10.14
2025-09-24,SKU032,10.18
2025-09-24,SKU033,10.73
2025-09-24,SKU034,10.22
2025-09-24,SKU035,15.41
2025-09-24,SKU036,16.47
2025-09-24,SKU037,10.95
2025-09-24,SKU038,11.13
2025-09-24,SKU039,10.27
2025-09-24,SKU040,10.27
2025-09-24,SKU041,10.87
2025-09-24,SKU042,15.17
2025-09-24,SKU043,15.63
2025-09-24,SKU044,10.51
2025-09-24,SKU045,10.72
2025-09-24,SKU046,10.38
2025-09-24,SKU047,10.34
2025-09-24,SKU048,9.72
2025-09-24,SKU049,16.31
2025-09-24,SKU050,15.89
2025-09-25,SKU001,10.11
2025-09-25,SKU002,10.3
2025-09-25,SKU003,9.58
2025-09-25,SKU004,10.02
2025-09-25,SKU005,10.06
2025-09-25,SKU006,15.83
2025-09-25,SKU007,15.01
2025-09-25,SKU008,9.75
2025-09-25,SKU009,9.79
2025-09-25,SKU010,9.64
2025-09-25,SKU011,9.78
2025-09-25,SKU012,9.92
2025-09-25,SKU013,14.03
2025-09-25,SKU014,14.76
2025-09-25,SKU015,11.0
2025-09-25,SKU016,10.78
2025-09-25,SKU017,11.22
2025-09-25,SKU018,10.68
2025-09-25,SKU019,10.49
2025-09-25,SKU020,14.06
2025-09-25,SKU021,13.63
2025-09-25,SKU022,11.35
2025-09-25,SKU023,11.46
2025-09-25,SKU024,11.04
2025-09-25,SKU025,10.99
2025-09-25,SKU026,10.73
2025-09-25,SKU027,13.2
2025-09-25,SKU028,13.15
2025-09-25,SKU029,9.7
2025-09-25,SKU030,9.48
2025-09-25,SKU031,10.11
2025-09-25,SKU032,10.81
2025-09-25,SKU033,10.37
2025-09-25,SKU034,13.95
2025-09-25,SKU035,13.95
2025-09-25,SKU036,10.25
2025-09-25,SKU037,10.09
2025-09-25,SKU038,10.92
2025-09-25,SKU039,10.3
2025-09-25,SKU040,10.22
2025-09-25,SKU041,13.96
2025-09-25,SKU042,13.87
2025-09-25,SKU043,10.04
2025-09-25,SKU044,8.9
2025-09-25,SKU045,9.28
2025-09-25,SKU046,8.94
2025-09-25,SKU047,8.94
2025-09-25,SKU048,13.23
2025-09-25,SKU049,12.59
2025-09-25,SKU050,9.09
2025-09-26,SKU001,9.6
2025-09-26,SKU002,9.42
2025-09-26,SKU003,9.38
2025-09-26,SKU004,9.37
2025-09-26,SKU005,12.27
2025-09-26,SKU006,11.47
2025-09-26,SKU007,9.27
2025-09-26,SKU008,8.73
2025-09-26,SKU009,8.06
2025-09-26,SKU010,9.58
2025-09-26,SKU011,9.01
2025-09-26,SKU012,11.62
2025-09-26,SKU013,12.11
2025-09-26,SKU014,8.75
2025-09-26,SKU015,8.79
2025-09-26,SKU016,9.41
2025-09-26,SKU017,8.76
2025-09-26,SKU018,8.13
2025-09-26,SKU019,11.35
2025-09-26,SKU020,10.97
2025-09-26,SKU021,7.81
2025-09-26,SKU022,7.56
2025-09-26,SKU023,7.57
2025-09-26,SKU024,8.14
2025-09-26,SKU025,8.25
2025-09-26,SKU026,9.91
2025-09-26,SKU027,10.48
2025-09-26,SKU028,8.13
2025-09-26,SKU029,8.39
2025-09-26,SKU030,8.35
2025-09-26,SKU031,8.39
2025-09-26,SKU032,8.2
2025-09-26,SKU033,11.61
2025-09-26,SKU034,11.92
2025-09-26,SKU035,8.82
2025-09-26,SKU036,8.38
2025-09-26,SKU037,7.02
2025-09-26,SKU038,7.8
2025-09-26,SKU039,8.08
2025-09-26,SKU040,10.39
2025-09-26,SKU041,10.32
2025-09-26,SKU042,7.61
2025-09-26,SKU043,6.98
2025-09-26,SKU044,6.8
2025-09-26,SKU045,7.34
2025-09-26,SKU046,7.39
2025-09-26,SKU047,10.37
2025-09-26,SKU048,10.8
2025-09-26,SKU049,6.98
2025-09-26,SKU050,7.27
2025-09-27,SKU001,7.47
2025-09-27,SKU002,7.31
2025-09-27,SKU003,7.15
2025-09-27,SKU004,10.05
2025-09-27,SKU005,9.82
2025-09-27,SKU006,7.3
2025-09-27,SKU007,7.55
2025-09-27,SKU008,7.36
2025-09-27,SKU009,7.8
2025-09-27,SKU010,7.75
2025-09-27,SKU011,10.74
2025-09-27,SKU012,10.29
2025-09-27,SKU013,7.34
2025-09-27,SKU014,7.51
2025-09-27,SKU015,6.93
2025-09-27,SKU016,7.61
2025-09-27,SKU017,7.52
2025-09-27,SKU018,9.67
2025-09-27,SKU019,10.25
2025-09-27,SKU020,6.9
2025-09-27,SKU021,6.89
2025-09-27,SKU022,7.22
2025-09-27,SKU023,7.17
2025-09-27,SKU024,6.88
2025-09-27,SKU025,9.98
2025-09-27,SKU026,9.88
2025-09-27,SKU027,7.13
2025-09-27,SKU028,6.99
2025-09-27,SKU029,7.27
2025-09-27,SKU030,7.29
2025-09-27,SKU031,7.18
2025-09-27,SKU032,9.56
2025-09-27,SKU033,9.69
2025-09-27,SKU034,7.27
2025-09-27,SKU035,7.89
2025-09-27,SKU036,7.74
2025-09-27,SKU037,7.79
2025-09-27,SKU038,7.83
2025-09-27,SKU039,10.67
2025-09-27,SKU040,10.58
2025-09-27,SKU041,6.97
2025-09-27,SKU042,7.26
2025-09-27,SKU043,7.42
2025-09-27,SKU044,7.44
2025-09-27,SKU045,7.28
2025-09-27,SKU046,10.57
2025-09-27,SKU047,9.97
2025-09-27,SKU048,6.77
2025-09-27,SKU049,6.75
2025-09-27,SKU050,7.11
2025-09-28,SKU001,7.16
2025-09-28,SKU002,6.91
2025-09-28,SKU003,8.97
2025-09-28,SKU004,9.8
2025-09-28,SKU005,6.5
2025-09-28,SKU006,6.98
2025-09-28,SKU007,6.66
2025-09-28,SKU008,7.13
2025-09-28,SKU009,6.97
2025-09-28,SKU010,7.82
2025-09-28,SKU011,8.49
2025-09-28,SKU012,7.05
2025-09-28,SKU013,6.8
2025-09-28,SKU014,6.91
2025-09-28,SKU015,6.75
2025-09-28,SKU016,6.84
2025-09-28,SKU017,8.59
2025-09-28,SKU018,10.14
2025-09-28,SKU019,6.56
2025-09-28,SKU020,6.81
2025-09-28,SKU021,7.07
2025-09-28,SKU022,6.68
2025-09-28,SKU023,7.16
2025-09-28,SKU024,9.37
2025-09-28,SKU025,10.14
2025-09-28,SKU026,6.96
2025-09-28,SKU027,6.99
2025-09-28,SKU028,6.91
2025-09-28,SKU029,6.88
2025-09-28,SKU030,6.55
2025-09-28,SKU031,9.36
2025-09-28,SKU032,9.75
2025-09-28,SKU033,7.09
2025-09-28,SKU034,6.66
2025-09-28,SKU035,6.8
2025-09-28,SKU036,6.74
2025-09-28,SKU037,6.87
2025-09-28,SKU038,9.3
2025-09-28,SKU039,9.48
2025-09-28,SKU040,6.91
2025-09-28,SKU041,6.99
2025-09-28,SKU042,7.35
2025-09-28,SKU043,7.16
2025-09-28,SKU044,6.95
2025-09-28,SKU045,8.62
2025-09-28,SKU046,8.63
2025-09-28,SKU047,7.91
2025-09-28,SKU048,8.0
2025-09-28,SKU049,8.48
2025-09-28,SKU050,7.93
2025-09-29,SKU001,7.93
2025-09-29,SKU002,10.52
2025-09-29,SKU003,10.33
2025-09-29,SKU004,8.6
2025-09-29,SKU005,9.03
2025-09-29,SKU006,8.92
2025-09-29,SKU007,8.32
2025-09-29,SKU008,8.86
2025-09-29,SKU009,11.7
2025-09-29,SKU010,10.75
2025-09-29,SKU011,8.74
2025-09-29,SKU012,8.95
2025-09-29,SKU013,9.27
2025-09-29,SKU014,10.02
2025-09-29,SKU015,10.11
2025-09-29,SKU016,12.1
2025-09-29,SKU017,12.7
2025-09-29,SKU018,10.57
2025-09-29,SKU019,10.43
2025-09-29,SKU020,10.68
2025-09-29,SKU021,10.77
2025-09-29,SKU022,9.78
2025-09-29,SKU023,13.71
2025-09-29,SKU024,13.69
2025-09-29,SKU025,9.63
2025-09-29,SKU026,9.91
2025-09-29,SKU027,11.39
2025-09-29,SKU028,10.9
2025-09-29,SKU029,10.8
2025-09-29,SKU030,13.43
2025-09-29,SKU031,13.31
2025-09-29,SKU032,10.87
2025-09-29,SKU033,11.23
2025-09-29,SKU034,11.08
2025-09-29,SKU035,11.52
2025-09-29,SKU036,11.21
2025-09-29,SKU037,12.13
2025-09-29,SKU038,12.5
2025-09-29,SKU039,10.3
2025-09-29,SKU040,10.54
2025-09-29,SKU041,11.33
2025-09-29,SKU042,10.97
2025-09-29,SKU043,10.53
2025-09-29,SKU044,12.61
2025-09-29,SKU045,12.16
2025-09-29,SKU046,9.52
2025-09-29,SKU047,9.45
2025-09-29,SKU048,9.9
2025-09-29,SKU049,9.66
2025-09-29,SKU050,9.42
2025-09-30,SKU001,11.64
2025-09-30,SKU002,12.97
2025-09-30,SKU003,8.6
2025-09-30,SKU004,9.09
2025-09-30,SKU005,9.82
2025-09-30,SKU006,9.27
2025-09-30,SKU007,9.43
2025-09-30,SKU008,11.98
2025-09-30,SKU009,12.61
2025-09-30,SKU010,9.81
2025-09-30,SKU011,9.9
2025-09-30,SKU012,10.07
2025-09-30,SKU013,10.62
2025-09-30,SKU014,9.96
2025-09-30,SKU015,15.2
2025-09-30,SKU016,14.95
2025-09-30,SKU017,11.4
2025-09-30,SKU018,11.66
2025-09-30,SKU019,10.96
2025-09-30,SKU020,11.16
2025-09-30,SKU021,11.38
2025-09-30,SKU022,16.57
2025-09-30,SKU023,16.49
2025-09-30,SKU024,11.48
2025-09-30,SKU025,10.81
2025-09-30,SKU026,10.8
2025-09-30,SKU027,10.62
2025-09-30,SKU028,10.98
2025-09-30,SKU029,17.19
2025-09-30,SKU030,15.68
2025-09-30,SKU031,11.86
