Date,SKU,Units_Sold,Revenue,Price,Promotion
2025-01-19,SKU042,27,248368.41,9198.83,0
2025-01-19,SKU043,23,201152.71,8745.77,0
2025-01-19,SKU044,11,59535.08,5412.28,0
2025-01-19,SKU045,22,168889.16,7676.78,0
2025-01-19,SKU046,11,78930.94,7175.54,0
2025-01-19,SKU047,16,127011.52,7938.22,0
2025-01-19,SKU048,9,12415.95,1379.55,0
2025-01-19,SKU049,39,203711.43,5223.37,0
2025-01-19,SKU050,3,2648.16,882.72,0
2025-01-20,SKU001,14,51296.7,3664.05,0
2025-01-20,SKU002,11,41862.59,3805.69,0
2025-01-20,SKU003,3,24234.69,8078.23,0
2025-01-20,SKU004,4,27446.28,6861.57,0
2025-01-20,SKU005,9,85438.98,9493.22,0
2025-01-20,SKU006,3,24318.12,8106.04,0
2025-01-20,SKU007,17,86939.53,5114.09,0
2025-01-20,SKU008,13,127954.32,9842.64,0
2025-01-20,SKU009,11,25705.79,2336.89,0
2025-01-20,SKU010,16,10615.36,663.46,0
2025-01-20,SKU011,1,1444.56,1444.56,0
2025-01-20,SKU012,18,158028.66,8779.37,0
2025-01-20,SKU013,7,40304.46,5757.78,0
2025-01-20,SKU014,24,54498.0,2270.75,0
2025-01-20,SKU015,6,37272.72,6212.12,0
2025-01-20,SKU016,13,28168.66,2166.82,0
2025-01-20,SKU017,13,110205.16,8477.32,0
2025-01-20,SKU018,23,128234.43,5575.41,0
2025-01-20,SKU019,15,72297.75,4819.85,0
2025-01-20,SKU020,11,42872.94,3897.54,0
2025-01-20,SKU021,12,92535.36,7711.28,0
2025-01-20,SKU022,6,27582.18,4597.03,0
2025-01-20,SKU023,10,14167.4,1416.74,0
2025-01-20,SKU024,13,22995.31,1768.87,0
2025-01-20,SKU025,2,23116.02,11558.01,0
2025-01-20,SKU026,18,196911.72,10939.54,0
2025-01-20,SKU027,25,212915.0,8516.6,0
2025-01-20,SKU028,2,6968.18,3484.09,0
2025-01-20,SKU029,20,232849.0,11642.45,0
2025-01-20,SKU030,5,47167.55,9433.51,0
2025-01-20,SKU031,25,217898.25,8715.93,0
2025-01-20,SKU032,6,33675.54,5612.59,0
2025-01-20,SKU033,13,46254.0,3558.0,0
2025-01-20,SKU034,26,39471.64,1518.14,0
2025-01-20,SKU035,19,206533.61,10870.19,0
2025-01-20,SKU036,3,17061.0,5687.0,0
2025-01-20,SKU037,23,63190.66,2747.42,0
2025-01-20,SKU038,8,31592.8,3949.1,0
2025-01-20,SKU039,3,21356.85,7118.95,0
2025-01-20,SKU040,17,41659.52,2450.56,0
2025-01-20,SKU041,8,82693.84,10336.73,0
2025-01-20,SKU042,30,275964.9,9198.83,0
2025-01-20,SKU043,18,157423.86,8745.77,0
2025-01-20,SKU044,15,81184.2,5412.28,0
2025-01-20,SKU045,25,191919.5,7676.78,0
2025-01-20,SKU046,2,14351.08,7175.54,0
2025-01-20,SKU047,13,103196.86,7938.22,0
2025-01-20,SKU048,8,11036.4,1379.55,0
2025-01-20,SKU049,14,73127.18,5223.37,0
2025-01-20,SKU050,4,3530.88,882.72,0
2025-01-21,SKU001,16,58624.8,3664.05,0
2025-01-21,SKU002,7,26639.83,3805.69,0
2025-01-21,SKU003,1,8078.23,8078.23,0
2025-01-21,SKU004,6,41169.42,6861.57,0
2025-01-21,SKU005,15,142398.3,9493.22,0
2025-01-21,SKU006,6,48636.24,8106.04,0
2025-01-21,SKU007,30,153422.7,5114.09,0
2025-01-21,SKU008,14,137796.96,9842.64,0
2025-01-21,SKU009,11,25705.79,2336.89,0
2025-01-21,SKU010,22,14596.12,663.46,0
2025-01-21,SKU011,2,2889.12,1444.56,0
2025-01-21,SKU012,26,228263.62,8779.37,0
2025-01-21,SKU013,9,51820.02,5757.78,0
2025-01-21,SKU014,29,65851.75,2270.75,0
2025-01-21,SKU015,5,31060.6,6212.12,0
2025-01-21,SKU016,16,34669.12,2166.82,0
2025-01-21,SKU017,15,127159.8,8477.32,0
2025-01-21,SKU018,26,144960.66,5575.41,0
2025-01-21,SKU019,21,101216.85,4819.85,0
2025-01-21,SKU020,13,50668.02,3897.54,0
2025-01-21,SKU021,7,53978.96,7711.28,0
2025-01-21,SKU022,11,50567.33,4597.03,0
2025-01-21,SKU023,8,11333.92,1416.74,0
2025-01-21,SKU024,9,15919.83,1768.87,0
2025-01-21,SKU025,2,23116.02,11558.01,0
2025-01-21,SKU026,27,295367.58,10939.54,0
2025-01-21,SKU027,16,136265.6,8516.6,0
2025-01-21,SKU028,5,17420.45,3484.09,0
2025-01-21,SKU029,12,139709.4,11642.45,0
2025-01-21,SKU030,6,56601.06,9433.51,0
2025-01-21,SKU031,20,174318.6,8715.93,0
2025-01-21,SKU032,14,78576.26,5612.59,0
2025-01-21,SKU033,18,64044.0,3558.0,0
2025-01-21,SKU034,21,31880.94,1518.14,0
2025-01-21,SKU035,19,206533.61,10870.19,0
2025-01-21,SKU036,6,34122.0,5687.0,0
2025-01-21,SKU037,26,71432.92,2747.42,0
2025-01-21,SKU038,4,15796.4,3949.1,0
2025-01-21,SKU039,4,28475.8,7118.95,0
2025-01-21,SKU040,16,39208.96,2450.56,0
2025-01-21,SKU041,13,134377.49,10336.73,0
2025-01-21,SKU042,17,156380.11,9198.83,0
2025-01-21,SKU043,18,157423.86,8745.77,0
2025-01-21,SKU044,6,32473.68,5412.28,0
2025-01-21,SKU045,23,176565.94,7676.78,0
2025-01-21,SKU046,16,114808.64,7175.54,0
2025-01-21,SKU047,13,103196.86,7938.22,0
2025-01-21,SKU048,7,9656.85,1379.55,0
2025-01-21,SKU049,21,109690.77,5223.37,0
2025-01-21,SKU050,7,6179.04,882.72,0
2025-01-22,SKU001,16,58624.8,3664.05,0
2025-01-22,SKU002,8,30445.52,3805.69,0
2025-01-22,SKU003,1,8078.23,8078.23,0
2025-01-22,SKU004,7,48030.99,6861.57,0
2025-01-22,SKU005,15,142398.3,9493.22,0
2025-01-22,SKU006,8,64848.32,8106.04,0
2025-01-22,SKU007,25,127852.25,5114.09,0
2025-01-22,SKU008,19,187010.16,9842.64,0
2025-01-22,SKU009,8,18695.12,2336.89,0
2025-01-22,SKU010,15,9951.9,663.46,0
2025-01-22,SKU011,6,8667.36,1444.56,0
2025-01-22,SKU012,29,254601.73,8779.37,0
2025-01-22,SKU013,17,97882.26,5757.78,0
2025-01-22,SKU014,23,52227.25,2270.75,0
2025-01-22,SKU015,7,43484.84,6212.12,0
2025-01-22,SKU016,15,32502.3,2166.82,0
2025-01-22,SKU017,10,84773.2,8477.32,0
2025-01-22,SKU018,19,105932.79,5575.41,0
2025-01-22,SKU019,15,72297.75,4819.85,0
2025-01-22,SKU020,13,50668.02,3897.54,0
2025-01-22,SKU021,9,69401.52,7711.28,0
2025-01-22,SKU022,11,50567.33,4597.03,0
2025-01-22,SKU023,6,8500.44,1416.74,0
2025-01-22,SKU024,16,28301.92,1768.87,0
2025-01-22,SKU025,3,34674.03,11558.01,0
2025-01-22,SKU026,20,218790.8,10939.54,0
2025-01-22,SKU027,24,204398.4,8516.6,0
2025-01-22,SKU028,7,24388.63,3484.09,0
2025-01-22,SKU029,11,128066.95,11642.45,0
2025-01-22,SKU030,4,37734.04,9433.51,0
2025-01-22,SKU031,22,191750.46,8715.93,0
2025-01-22,SKU032,11,61738.49,5612.59,0
2025-01-22,SKU033,18,64044.0,3558.0,0
2025-01-22,SKU034,17,25808.38,1518.14,0
2025-01-22,SKU035,22,239144.18,10870.19,0
2025-01-22,SKU036,7,39809.0,5687.0,0
2025-01-22,SKU037,19,52200.98,2747.42,0
2025-01-22,SKU038,4,15796.4,3949.1,0
2025-01-22,SKU039,7,49832.65,7118.95,0
2025-01-22,SKU040,14,34307.84,2450.56,0
2025-01-22,SKU041,9,93030.57,10336.73,0
2025-01-22,SKU042,20,183976.6,9198.83,0
2025-01-22,SKU043,23,201152.71,8745.77,0
2025-01-22,SKU044,7,37885.96,5412.28,0
2025-01-22,SKU045,28,214949.84,7676.78,0
2025-01-22,SKU046,11,78930.94,7175.54,0
2025-01-22,SKU047,13,103196.86,7938.22,0
2025-01-22,SKU048,5,6897.75,1379.55,0
2025-01-22,SKU049,25,130584.25,5223.37,0
2025-01-22,SKU050,1,882.72,882.72,0
2025-01-23,SKU001,14,51296.7,3664.05,0
2025-01-23,SKU002,6,22834.14,3805.69,0
2025-01-23,SKU003,5,40391.15,8078.23,0
2025-01-23,SKU004,3,20584.71,6861.57,0
2025-01-23,SKU005,17,161384.74,9493.22,0
2025-01-23,SKU006,10,81060.4,8106.04,0
2025-01-23,SKU007,29,148308.61,5114.09,0
2025-01-23,SKU008,20,196852.8,9842.64,0
2025-01-23,SKU009,8,18695.12,2336.89,0
2025-01-23,SKU010,14,9288.44,663.46,0
2025-01-23,SKU011,8,11556.48,1444.56,0
2025-01-23,SKU012,30,263381.1,8779.37,0
2025-01-23,SKU013,13,74851.14,5757.78,0
2025-01-23,SKU014,29,65851.75,2270.75,0
2025-01-23,SKU015,5,31060.6,6212.12,0
2025-01-23,SKU016,15,32502.3,2166.82,0
2025-01-23,SKU017,13,110205.16,8477.32,0
2025-01-23,SKU018,16,89206.56,5575.41,0
2025-01-23,SKU019,15,72297.75,4819.85,0
2025-01-23,SKU020,16,62360.64,3897.54,0
2025-01-23,SKU021,7,53978.96,7711.28,0
2025-01-23,SKU022,7,32179.21,4597.03,0
2025-01-23,SKU023,10,14167.4,1416.74,0
2025-01-23,SKU024,7,12382.09,1768.87,0
2025-01-23,SKU025,1,11558.01,11558.01,0
2025-01-23,SKU026,20,218790.8,10939.54,0
2025-01-23,SKU027,36,306597.6,8516.6,0
2025-01-23,SKU028,6,20904.54,3484.09,0
2025-01-23,SKU029,14,162994.3,11642.45,0
2025-01-23,SKU030,5,47167.55,9433.51,0
2025-01-23,SKU031,18,156886.74,8715.93,0
2025-01-23,SKU032,12,67351.08,5612.59,0
2025-01-23,SKU033,21,74718.0,3558.0,0
2025-01-23,SKU034,17,25808.38,1518.14,0
2025-01-23,SKU035,19,206533.61,10870.19,0
2025-01-23,SKU036,2,11374.0,5687.0,0
2025-01-23,SKU037,19,52200.98,2747.42,0
2025-01-23,SKU038,5,19745.5,3949.1,0
2025-01-23,SKU039,1,7118.95,7118.95,0
2025-01-23,SKU040,5,12252.8,2450.56,0
2025-01-23,SKU041,9,93030.57,10336.73,0
2025-01-23,SKU042,21,193175.43,9198.83,0
2025-01-23,SKU043,28,244881.56,8745.77,0
2025-01-23,SKU044,15,81184.2,5412.28,0
2025-01-23,SKU045,21,161212.38,7676.78,0
2025-01-23,SKU046,8,57404.32,7175.54,0
2025-01-23,SKU047,11,87320.42,7938.22,0
2025-01-23,SKU048,11,15175.05,1379.55,0
2025-01-23,SKU049,18,94020.66,5223.37,0
2025-01-23,SKU050,6,5296.32,882.72,0
2025-01-24,SKU001,15,54960.75,3664.05,0
2025-01-24,SKU002,13,49473.97,3805.69,0
2025-01-24,SKU003,1,8078.23,8078.23,0
2025-01-24,SKU004,6,41169.42,6861.57,0
2025-01-24,SKU005,20,189864.4,9493.22,0
2025-01-24,SKU006,8,64848.32,8106.04,0
2025-01-24,SKU007,25,127852.25,5114.09,0
2025-01-24,SKU008,11,108269.04,9842.64,0
2025-01-24,SKU009,13,30379.57,2336.89,0
2025-01-24,SKU010,22,14596.12,663.46,0
2025-01-24,SKU011,3,4333.68,1444.56,0
2025-01-24,SKU012,38,333616.06,8779.37,0
2025-01-24,SKU013,13,74851.14,5757.78,0
2025-01-24,SKU014,18,40873.5,2270.75,0
2025-01-24,SKU015,5,31060.6,6212.12,0
2025-01-24,SKU016,14,30335.48,2166.82,0
2025-01-24,SKU017,13,110205.16,8477.32,0
2025-01-24,SKU018,19,105932.79,5575.41,0
2025-01-24,SKU019,11,53018.35,4819.85,0
2025-01-24,SKU020,19,74053.26,3897.54,0
2025-01-24,SKU021,9,69401.52,7711.28,0
2025-01-24,SKU022,18,82746.54,4597.03,0
2025-01-24,SKU023,12,17000.88,1416.74,0
2025-01-24,SKU024,7,12382.09,1768.87,0
2025-01-24,SKU025,1,11558.01,11558.01,0
2025-01-24,SKU026,18,196911.72,10939.54,0
2025-01-24,SKU027,27,229948.2,8516.6,0
2025-01-24,SKU028,6,20904.54,3484.09,0
2025-01-24,SKU029,12,139709.4,11642.45,0
2025-01-24,SKU030,6,56601.06,9433.51,0
2025-01-24,SKU031,17,148170.81,8715.93,0
2025-01-24,SKU032,8,44900.72,5612.59,0
2025-01-24,SKU033,18,64044.0,3558.0,0
2025-01-24,SKU034,21,31880.94,1518.14,0
2025-01-24,SKU035,19,206533.61,10870.19,0
2025-01-24,SKU036,4,22748.0,5687.0,0
2025-01-24,SKU037,24,65938.08,2747.42,0
2025-01-24,SKU038,7,27643.7,3949.1,0
2025-01-24,SKU039,1,7118.95,7118.95,0
2025-01-24,SKU040,17,41659.52,2450.56,0
2025-01-24,SKU041,11,113704.03,10336.73,0
2025-01-24,SKU042,11,101187.13,9198.83,0
2025-01-24,SKU043,19,166169.63,8745.77,0
2025-01-24,SKU044,9,48710.52,5412.28,0
2025-01-24,SKU045,22,168889.16,7676.78,0
2025-01-24,SKU046,9,64579.86,7175.54,0
2025-01-24,SKU047,13,103196.86,7938.22,0
2025-01-24,SKU048,6,8277.3,1379.55,0
2025-01-24,SKU049,21,109690.77,5223.37,0
2025-01-24,SKU050,6,5296.32,882.72,0
2025-01-25,SKU001,17,62288.85,3664.05,0
2025-01-25,SKU002,9,34251.21,3805.69,0
2025-01-25,SKU003,6,48469.38,8078.23,0
2025-01-25,SKU004,9,61754.13,6861.57,0
2025-01-25,SKU005,19,180371.18,9493.22,0
2025-01-25,SKU006,8,64848.32,8106.04,0
2025-01-25,SKU007,23,117624.07,5114.09,0
2025-01-25,SKU008,14,137796.96,9842.64,0
2025-01-25,SKU009,11,25705.79,2336.89,0
2025-01-25,SKU010,13,8624.98,663.46,0
2025-01-25,SKU011,1,1444.56,1444.56,0
2025-01-25,SKU012,34,298498.58,8779.37,0
2025-01-25,SKU013,17,97882.26,5757.78,0
2025-01-25,SKU014,33,74934.75,2270.75,0
2025-01-25,SKU015,3,18636.36,6212.12,0
2025-01-25,SKU016,11,23835.02,2166.82,0
2025-01-25,SKU017,12,101727.84,8477.32,0
2025-01-25,SKU018,31,172837.71,5575.41,0
2025-01-25,SKU019,22,106036.7,4819.85,0
2025-01-25,SKU020,15,58463.1,3897.54,0
2025-01-25,SKU021,5,38556.4,7711.28,0
2025-01-25,SKU022,12,55164.36,4597.03,0
2025-01-25,SKU023,18,25501.32,1416.74,0
2025-01-25,SKU024,12,21226.44,1768.87,0
2025-01-25,SKU025,5,57790.05,11558.01,0
2025-01-25,SKU026,29,317246.66,10939.54,0
2025-01-25,SKU027,28,238464.8,8516.6,0
2025-01-25,SKU028,7,24388.63,3484.09,0
2025-01-25,SKU029,9,104782.05,11642.45,0
2025-01-25,SKU030,4,37734.04,9433.51,0
2025-01-25,SKU031,19,165602.67,8715.93,0
2025-01-25,SKU032,7,39288.13,5612.59,0
2025-01-25,SKU033,20,71160.0,3558.0,0
2025-01-25,SKU034,17,25808.38,1518.14,0
2025-01-25,SKU035,23,250014.37,10870.19,0
2025-01-25,SKU036,9,51183.0,5687.0,0
2025-01-25,SKU037,26,71432.92,2747.42,0
2025-01-25,SKU038,7,27643.7,3949.1,0
2025-01-25,SKU039,1,7118.95,7118.95,0
2025-01-25,SKU040,21,51461.76,2450.56,0
2025-01-25,SKU041,12,124040.76,10336.73,0
2025-01-25,SKU042,20,183976.6,9198.83,0
2025-01-25,SKU043,26,227390.02,8745.77,0
2025-01-25,SKU044,9,48710.52,5412.28,0
2025-01-25,SKU045,36,276364.08,7676.78,0
2025-01-25,SKU046,4,28702.16,7175.54,0
2025-01-25,SKU047,10,79382.2,7938.22,0
2025-01-25,SKU048,18,24831.9,1379.55,0
2025-01-25,SKU049,29,151477.73,5223.37,0
2025-01-25,SKU050,13,11475.36,882.72,0
2025-01-26,SKU001,11,40304.55,3664.05,0
2025-01-26,SKU002,12,45668.28,3805.69,0
2025-01-26,SKU003,6,48469.38,8078.23,0
2025-01-26,SKU004,3,20584.71,6861.57,0
2025-01-26,SKU005,15,142398.3,9493.22,0
2025-01-26,SKU006,8,64848.32,8106.04,0
2025-01-26,SKU007,30,153422.7,5114.09,0
2025-01-26,SKU008,15,147639.6,9842.64,0
2025-01-26,SKU009,9,21032.01,2336.89,0
2025-01-26,SKU010,16,10615.36,663.46,0
2025-01-26,SKU011,3,4333.68,1444.56,0
2025-01-26,SKU012,16,140469.92,8779.37,0
2025-01-26,SKU013,11,63335.58,5757.78,0
2025-01-26,SKU014,25,56768.75,2270.75,0
2025-01-26,SKU015,1,6212.12,6212.12,0
2025-01-26,SKU016,16,34669.12,2166.82,0
2025-01-26,SKU017,13,110205.16,8477.32,0
2025-01-26,SKU018,29,161686.89,5575.41,0
2025-01-26,SKU019,16,77117.6,4819.85,0
2025-01-26,SKU020,13,50668.02,3897.54,0
2025-01-26,SKU021,8,61690.24,7711.28,0
2025-01-26,SKU022,14,64358.42,4597.03,0
2025-01-26,SKU023,19,26918.06,1416.74,0
2025-01-26,SKU024,16,28301.92,1768.87,0
2025-01-26,SKU025,7,80906.07,11558.01,0
2025-01-26,SKU026,33,361004.82,10939.54,0
2025-01-26,SKU027,23,195881.8,8516.6,0
2025-01-26,SKU028,9,31356.81,3484.09,0
2025-01-26,SKU029,13,151351.85,11642.45,0
2025-01-26,SKU030,6,56601.06,9433.51,0
2025-01-26,SKU031,19,165602.67,8715.93,0
2025-01-26,SKU032,6,33675.54,5612.59,0
2025-01-26,SKU033,21,74718.0,3558.0,0
2025-01-26,SKU034,29,44026.06,1518.14,0
2025-01-26,SKU035,27,293495.13,10870.19,0
2025-01-26,SKU036,7,39809.0,5687.0,0
2025-01-26,SKU037,26,71432.92,2747.42,0
2025-01-26,SKU038,7,27643.7,3949.1,0
2025-01-26,SKU039,7,49832.65,7118.95,0
2025-01-26,SKU040,11,26956.16,2450.56,0
2025-01-26,SKU041,10,103367.3,10336.73,0
2025-01-26,SKU042,30,275964.9,9198.83,0
2025-01-26,SKU043,23,201152.71,8745.77,0
2025-01-26,SKU044,10,54122.8,5412.28,0
2025-01-26,SKU045,29,222626.62,7676.78,0
2025-01-26,SKU046,10,71755.4,7175.54,0
2025-01-26,SKU047,17,134949.74,7938.22,0
2025-01-26,SKU048,16,22072.8,1379.55,0
2025-01-26,SKU049,26,135807.62,5223.37,0
2025-01-26,SKU050,8,7061.76,882.72,0
2025-01-27,SKU001,17,62288.85,3664.05,0
2025-01-27,SKU002,11,41862.59,3805.69,0
2025-01-27,SKU003,2,16156.46,8078.23,0
2025-01-27,SKU004,5,34307.85,6861.57,0
2025-01-27,SKU005,12,113918.64,9493.22,0
2025-01-27,SKU006,5,40530.2,8106.04,0
2025-01-27,SKU007,27,138080.43,5114.09,0
2025-01-27,SKU008,11,108269.04,9842.64,0
2025-01-27,SKU009,5,11684.45,2336.89,0
2025-01-27,SKU010,9,5971.14,663.46,0
2025-01-27,SKU011,2,2889.12,1444.56,0
2025-01-27,SKU012,19,166808.03,8779.37,0
2025-01-27,SKU013,12,69093.36,5757.78,0
2025-01-27,SKU014,13,29519.75,2270.75,0
2025-01-27,SKU015,4,24848.48,6212.12,0
2025-01-27,SKU016,20,43336.4,2166.82,0
2025-01-27,SKU017,13,110205.16,8477.32,0
2025-01-27,SKU018,25,139385.25,5575.41,0
2025-01-27,SKU019,10,48198.5,4819.85,0
2025-01-27,SKU020,13,50668.02,3897.54,0
2025-01-27,SKU021,12,92535.36,7711.28,0
2025-01-27,SKU022,12,55164.36,4597.03,0
2025-01-27,SKU023,10,14167.4,1416.74,0
2025-01-27,SKU024,7,12382.09,1768.87,0
2025-01-27,SKU025,2,23116.02,11558.01,0
2025-01-27,SKU026,19,207851.26,10939.54,0
2025-01-27,SKU027,20,170332.0,8516.6,0
2025-01-27,SKU028,4,13936.36,3484.09,0
2025-01-27,SKU029,22,256133.9,11642.45,0
2025-01-27,SKU030,1,9433.51,9433.51,0
2025-01-27,SKU031,16,139454.88,8715.93,0
2025-01-27,SKU032,10,56125.9,5612.59,0
2025-01-27,SKU033,18,64044.0,3558.0,0
2025-01-27,SKU034,23,34917.22,1518.14,0
2025-01-27,SKU035,24,260884.56,10870.19,0
2025-01-27,SKU036,4,22748.0,5687.0,0
2025-01-27,SKU037,15,41211.3,2747.42,0
2025-01-27,SKU038,3,11847.3,3949.1,0
2025-01-27,SKU039,2,14237.9,7118.95,0
2025-01-27,SKU040,14,34307.84,2450.56,0
2025-01-27,SKU041,10,103367.3,10336.73,0
2025-01-27,SKU042,23,211573.09,9198.83,0
2025-01-27,SKU043,24,209898.48,8745.77,0
2025-01-27,SKU044,10,54122.8,5412.28,0
2025-01-27,SKU045,27,207273.06,7676.78,0
2025-01-27,SKU046,10,71755.4,7175.54,0
2025-01-27,SKU047,11,87320.42,7938.22,0
2025-01-27,SKU048,13,17934.15,1379.55,0
2025-01-27,SKU049,24,125360.88,5223.37,0
2025-01-27,SKU050,2,1765.44,882.72,0
2025-01-28,SKU001,9,32976.45,3664.05,0
2025-01-28,SKU002,14,53279.66,3805.69,0
2025-01-28,SKU003,3,24234.69,8078.23,0
2025-01-28,SKU004,5,34307.85,6861.57,0
2025-01-28,SKU005,14,132905.08,9493.22,0
2025-01-28,SKU006,5,40530.2,8106.04,0
2025-01-28,SKU007,24,122738.16,5114.09,0
2025-01-28,SKU008,10,98426.4,9842.64,0
2025-01-28,SKU009,13,30379.57,2336.89,0
2025-01-28,SKU010,13,8624.98,663.46,0
2025-01-28,SKU011,1,1444.56,1444.56,0
2025-01-28,SKU012,24,210704.88,8779.37,0
2025-01-28,SKU013,13,74851.14,5757.78,0
2025-01-28,SKU014,21,47685.75,2270.75,0
2025-01-28,SKU015,5,31060.6,6212.12,0
2025-01-28,SKU016,11,23835.02,2166.82,0
2025-01-28,SKU017,8,67818.56,8477.32,0
2025-01-28,SKU018,23,128234.43,5575.41,0
2025-01-28,SKU019,13,62658.05,4819.85,0
2025-01-28,SKU020,12,46770.48,3897.54,0
2025-01-28,SKU021,8,61690.24,7711.28,0
2025-01-28,SKU022,7,32179.21,4597.03,0
2025-01-28,SKU023,16,22667.84,1416.74,0
2025-01-28,SKU024,14,24764.18,1768.87,0
2025-01-28,SKU025,1,11558.01,11558.01,0
2025-01-28,SKU026,24,262548.96,10939.54,0
2025-01-28,SKU027,17,144782.2,8516.6,0
2025-01-28,SKU028,9,31356.81,3484.09,0
2025-01-28,SKU029,12,139709.4,11642.45,0
2025-01-28,SKU030,5,47167.55,9433.51,0
2025-01-28,SKU031,8,69727.44,8715.93,0
2025-01-28,SKU032,6,33675.54,5612.59,0
2025-01-28,SKU033,14,49812.0,3558.0,0
2025-01-28,SKU034,13,19735.82,1518.14,0
2025-01-28,SKU035,19,206533.61,10870.19,0
2025-01-28,SKU036,5,28435.0,5687.0,0
2025-01-28,SKU037,27,74180.34,2747.42,0
2025-01-28,SKU038,9,35541.9,3949.1,0
2025-01-28,SKU039,1,7118.95,7118.95,0
2025-01-28,SKU040,14,34307.84,2450.56,0
2025-01-28,SKU041,13,134377.49,10336.73,0
2025-01-28,SKU042,25,229970.75,9198.83,0
2025-01-28,SKU043,17,148678.09,8745.77,0
2025-01-28,SKU044,8,43298.24,5412.28,0
2025-01-28,SKU045,19,145858.82,7676.78,0
2025-01-28,SKU046,7,50228.78,7175.54,0
2025-01-28,SKU047,10,79382.2,7938.22,0
2025-01-28,SKU048,5,6897.75,1379.55,0
2025-01-28,SKU049,19,99244.03,5223.37,0
2025-01-28,SKU050,5,4413.6,882.72,0
2025-01-29,SKU001,16,58624.8,3664.05,0
2025-01-29,SKU002,12,45668.28,3805.69,0
2025-01-29,SKU003,9,72704.07,8078.23,0
2025-01-29,SKU004,2,13723.14,6861.57,0
2025-01-29,SKU005,12,113918.64,9493.22,0
2025-01-29,SKU006,4,32424.16,8106.04,0
2025-01-29,SKU007,27,138080.43,5114.09,0
2025-01-29,SKU008,12,118111.68,9842.64,0
2025-01-29,SKU009,9,21032.01,2336.89,0
2025-01-29,SKU010,18,11942.28,663.46,0
2025-01-29,SKU011,2,2889.12,1444.56,0
2025-01-29,SKU012,21,184366.77,8779.37,0
2025-01-29,SKU013,15,86366.7,5757.78,0
2025-01-29,SKU014,17,38602.75,2270.75,0
2025-01-29,SKU015,2,12424.24,6212.12,0
2025-01-29,SKU016,9,19501.38,2166.82,0
2025-01-29,SKU017,10,84773.2,8477.32,0
2025-01-29,SKU018,24,133809.84,5575.41,0
2025-01-29,SKU019,20,96397.0,4819.85,0
2025-01-29,SKU020,5,19487.7,3897.54,0
2025-01-29,SKU021,11,84824.08,7711.28,0
2025-01-29,SKU022,9,41373.27,4597.03,0
2025-01-29,SKU023,21,29751.54,1416.74,0
2025-01-29,SKU024,21,37146.27,1768.87,0
2025-01-29,SKU025,3,34674.03,11558.01,0
2025-01-29,SKU026,21,229730.34,10939.54,0
2025-01-29,SKU027,19,161815.4,8516.6,0
2025-01-29,SKU028,4,13936.36,3484.09,0
2025-01-29,SKU029,13,151351.85,11642.45,0
2025-01-29,SKU030,3,28300.53,9433.51,0
2025-01-29,SKU031,24,209182.32,8715.93,0
2025-01-29,SKU032,4,22450.36,5612.59,0
2025-01-29,SKU033,17,60486.0,3558.0,0
2025-01-29,SKU034,15,22772.1,1518.14,0
2025-01-29,SKU035,19,206533.61,10870.19,0
2025-01-29,SKU036,5,28435.0,5687.0,0
2025-01-29,SKU037,25,68685.5,2747.42,0
2025-01-29,SKU038,7,27643.7,3949.1,0
2025-01-29,SKU039,3,21356.85,7118.95,0
2025-01-29,SKU040,14,34307.84,2450.56,0
2025-01-29,SKU041,10,103367.3,10336.73,0
2025-01-29,SKU042,16,147181.28,9198.83,0
2025-01-29,SKU043,21,183661.17,8745.77,0
2025-01-29,SKU044,18,97421.04,5412.28,0
2025-01-29,SKU045,27,207273.06,7676.78,0
2025-01-29,SKU046,5,35877.7,7175.54,0
2025-01-29,SKU047,14,111135.08,7938.22,0
2025-01-29,SKU048,8,11036.4,1379.55,0
2025-01-29,SKU049,19,99244.03,5223.37,0
2025-01-29,SKU050,4,3530.88,882.72,0
2025-01-30,SKU001,8,29312.4,3664.05,0
2025-01-30,SKU002,15,57085.35,3805.69,0
2025-01-30,SKU003,3,24234.69,8078.23,0
2025-01-30,SKU004,6,41169.42,6861.57,0
2025-01-30,SKU005,14,132905.08,9493.22,0
2025-01-30,SKU006,8,64848.32,8106.04,0
2025-01-30,SKU007,21,107395.89,5114.09,0
2025-01-30,SKU008,23,226380.72,9842.64,0
2025-01-30,SKU009,8,18695.12,2336.89,0
2025-01-30,SKU010,12,7961.52,663.46,0
2025-01-30,SKU011,3,4333.68,1444.56,0
2025-01-30,SKU012,19,166808.03,8779.37,0
2025-01-30,SKU013,11,63335.58,5757.78,0
2025-01-30,SKU014,17,38602.75,2270.75,0
2025-01-30,SKU015,7,43484.84,6212.12,0
2025-01-30,SKU016,15,32502.3,2166.82,0
2025-01-30,SKU017,8,67818.56,8477.32,0
2025-01-30,SKU018,26,144960.66,5575.41,0
2025-01-30,SKU019,17,81937.45,4819.85,0
2025-01-30,SKU020,9,35077.86,3897.54,0
2025-01-30,SKU021,5,38556.4,7711.28,0
2025-01-30,SKU022,8,36776.24,4597.03,0
2025-01-30,SKU023,18,25501.32,1416.74,0
2025-01-30,SKU024,13,22995.31,1768.87,0
2025-01-30,SKU025,3,34674.03,11558.01,0
2025-01-30,SKU026,17,185972.18,10939.54,0
2025-01-30,SKU027,24,204398.4,8516.6,0
2025-01-30,SKU028,4,13936.36,3484.09,0
2025-01-30,SKU029,17,197921.65,11642.45,0
