Snapshot_Date,SKU,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value
2025-01-01,SKU009,259,163,4,69,108,776373.22
2025-01-01,SKU010,37,0,12,18,59,265352.53
2025-01-01,SKU011,437,659,14,107,426,1689918.33
2025-01-01,SKU012,60,18,4,15,27,86744.4
2025-01-01,SKU013,50,224,12,48,150,387410.0
2025-01-01,SKU014,99,209,3,126,174,308984.94
2025-01-01,SKU015,186,92,3,85,135,233781.54
2025-01-01,SKU016,73,171,4,64,105,146624.15
2025-01-01,SKU017,212,82,8,76,162,1421091.12
2025-01-01,SKU018,150,272,4,79,141,400626.0
2025-01-01,SKU019,127,90,5,21,56,413125.92
2025-01-01,SKU020,785,165,11,167,538,4348381.9
2025-01-01,SKU021,116,112,9,47,104,35618.96
2025-01-01,SKU022,342,293,11,67,193,1847685.78
2025-01-01,SKU023,126,315,13,49,176,479631.6
2025-01-01,SKU024,381,33,3,48,90,508036.83
2025-01-01,SKU025,968,203,4,162,295,3776168.0
2025-01-01,SKU026,201,108,14,42,128,1241926.74
2025-01-01,SKU027,99,310,13,54,272,453802.14
2025-01-01,SKU028,323,232,10,128,313,157895.32
2025-01-01,SKU029,673,161,3,83,160,2299035.3
2025-01-01,SKU030,179,46,6,23,60,369282.37
2025-01-01,SKU031,98,64,7,24,68,247484.3
2025-01-01,SKU032,170,9,6,37,104,776390.0
2025-01-01,SKU033,316,175,12,67,195,1074242.0
2025-01-01,SKU034,41,88,12,35,103,63305.64
2025-01-01,SKU035,599,155,10,117,312,3503119.72
2025-01-01,SKU036,216,140,14,94,348,323969.76
2025-01-01,SKU037,906,889,11,211,655,5115710.88
2025-01-01,SKU038,263,300,13,61,187,842365.33
2025-01-01,SKU039,45,5,11,28,92,137432.25
2025-01-01,SKU040,84,25,10,31,99,97822.2
2025-01-01,SKU041,329,151,6,82,167,1866328.17
2025-01-01,SKU042,65,24,12,29,101,504472.8
2025-01-01,SKU043,425,218,11,114,325,1586333.75
2025-01-01,SKU044,193,49,6,36,80,192426.79
2025-01-01,SKU045,125,339,6,101,188,227290.0
2025-01-01,SKU046,110,46,11,45,175,521284.5
2025-01-01,SKU047,191,38,8,31,75,1170549.23
2025-01-01,SKU048,94,55,6,27,50,338279.68
2025-01-01,SKU049,408,532,13,90,467,2156814.48
2025-01-01,SKU050,500,101,11,51,230,1736255.0
2025-01-01,SKU051,132,12,11,15,65,370447.44
2025-01-01,SKU052,153,50,4,31,48,160859.61
2025-01-01,SKU053,387,278,10,191,585,2871416.16
2025-01-01,SKU054,63,83,13,26,94,185109.12
2025-01-01,SKU055,176,294,12,111,311,1351474.08
2025-01-01,SKU056,56,39,6,9,26,353707.2
2025-01-01,SKU057,284,74,4,29,64,1151046.32
2025-01-01,SKU058,593,41,10,71,295,2775767.77
2025-01-01,SKU059,11,1,5,15,25,31016.26
2025-01-01,SKU060,71,220,11,59,146,259260.76
2025-01-01,SKU061,163,234,14,29,134,1172825.75
2025-01-01,SKU062,533,465,13,99,317,2421834.74
2025-01-01,SKU063,145,322,3,130,179,352286.2
2025-01-01,SKU064,434,130,8,86,232,2553747.14
2025-01-01,SKU065,95,43,8,55,169,698163.55
2025-01-01,SKU066,100,99,3,88,141,53995.0
2025-01-01,SKU067,29,98,13,13,71,193745.23
2025-01-01,SKU068,82,74,7,71,177,222042.06
2025-01-01,SKU069,744,364,3,196,291,3155817.36
2025-01-01,SKU070,116,420,11,79,217,870503.44
2025-01-01,SKU071,193,98,6,24,66,699046.0
2025-01-01,SKU072,269,114,4,35,69,1926174.5
2025-01-01,SKU073,586,537,8,199,434,4204087.06
2025-01-01,SKU074,8,17,11,5,11,21587.6
2025-01-01,SKU075,608,915,5,204,459,1912676.8
2025-01-01,SKU076,39,7,9,11,29,235467.18
2025-01-01,SKU077,214,335,11,60,173,453149.28
2025-01-01,SKU078,34,63,3,34,49,227498.08
2025-01-01,SKU079,535,268,3,92,146,2618942.7
2025-01-01,SKU080,525,206,5,117,212,930494.25
2025-01-01,SKU081,272,423,14,72,262,2116608.8
2025-01-01,SKU082,262,314,10,73,184,357685.02
2025-01-01,SKU083,59,11,3,6,12,75025.58
2025-01-01,SKU084,149,235,7,73,141,177935.8
2025-01-01,SKU085,270,196,5,50,104,1283485.5
2025-01-01,SKU086,150,6,7,22,54,972295.5
2025-01-01,SKU087,390,90,12,110,294,493623.0
2025-01-01,SKU088,473,17,8,74,190,3518462.53
2025-01-01,SKU089,87,163,8,60,135,351178.11
2025-01-01,SKU090,301,362,11,74,200,2304480.08
2025-01-01,SKU091,266,99,8,57,130,117747.56
2025-01-01,SKU092,61,21,8,14,37,314961.91
2025-01-01,SKU093,430,39,5,67,152,1504200.2
2025-01-01,SKU094,13,21,10,5,13,63301.29
2025-01-01,SKU095,435,100,11,66,231,1684411.35
2025-01-01,SKU096,80,118,11,19,60,31059.2
2025-01-01,SKU097,428,353,11,101,254,2750041.24
2025-01-01,SKU098,252,156,3,56,107,1099591.92
2025-01-01,SKU099,339,135,6,64,160,1669263.12
2025-01-01,SKU100,655,363,10,80,301,2063204.15
2025-01-01,SKU101,778,993,14,138,534,5425032.9
2025-01-01,SKU102,109,69,7,52,111,236612.84
2025-01-01,SKU103,245,145,3,165,232,1611710.45
2025-01-01,SKU104,136,197,10,58,151,104152.88
2025-01-01,SKU105,517,58,4,56,120,3433474.55
2025-01-01,SKU106,310,88,3,179,249,423153.1
2025-01-01,SKU107,162,118,10,30,91,397965.96
2025-01-01,SKU108,23,18,3,5,10,26336.15
2025-01-01,SKU109,144,129,14,29,114,230899.68
2025-01-01,SKU110,818,523,8,137,331,3952052.48
2025-01-01,SKU111,108,84,4,33,56,293158.44
2025-01-01,SKU112,479,336,11,81,339,3367987.91
2025-01-01,SKU113,50,6,11,31,94,82830.5
2025-01-01,SKU114,124,181,4,74,116,270661.0
2025-01-01,SKU115,363,104,8,41,135,229314.36
2025-01-01,SKU116,114,129,13,22,86,491236.26
2025-01-01,SKU117,323,90,9,52,145,210822.1
2025-01-01,SKU118,27,9,7,12,34,27489.51
2025-01-01,SKU119,172,148,13,35,161,1348767.24
2025-01-01,SKU120,187,1,8,39,134,1176407.65
2025-01-01,SKU121,9,39,13,7,23,11635.02
2025-01-01,SKU122,140,85,5,20,45,592932.2
2025-01-01,SKU123,144,457,12,55,250,465759.36
2025-01-01,SKU124,101,92,10,19,65,233824.09
2025-01-01,SKU125,554,119,3,124,174,1928413.06
2025-01-01,SKU126,228,553,13,69,309,706394.16
2025-01-01,SKU127,223,535,11,113,283,711559.55
2025-01-01,SKU128,553,91,3,115,178,1410586.87
2025-01-01,SKU129,18,31,8,19,44,71587.08
2025-01-01,SKU130,750,179,13,172,473,3299715.0
2025-01-01,SKU131,123,7,14,37,104,797536.92
2025-01-01,SKU132,386,107,13,90,269,1989872.46
2025-01-01,SKU133,535,333,3,141,250,972972.4
2025-01-01,SKU134,175,345,12,77,195,1211099.75
2025-01-01,SKU135,190,290,13,51,225,187528.1
2025-01-01,SKU136,165,97,8,45,93,149295.3
2025-01-01,SKU137,571,390,4,275,427,4386033.72
2025-01-01,SKU138,94,73,9,27,79,455997.76
2025-01-01,SKU139,350,527,11,131,320,2653598.5
2025-01-01,SKU140,154,595,7,165,348,742755.86
2025-01-01,SKU141,526,221,6,108,230,829770.26
2025-01-01,SKU142,532,22,12,76,260,2493132.88
2025-01-01,SKU143,306,44,10,104,235,1888145.46
2025-01-01,SKU144,140,46,6,35,63,568986.6
2025-01-01,SKU145,1220,208,10,116,470,1437086.8
2025-01-01,SKU146,127,196,7,61,160,118076.98
2025-01-01,SKU147,179,184,12,36,174,1118927.21
2025-01-01,SKU148,148,74,10,17,63,419682.12
2025-01-01,SKU149,294,286,9,45,159,689915.1
2025-01-01,SKU150,315,148,12,79,211,846376.65
2025-01-01,SKU151,903,611,8,199,484,6777005.97
2025-01-01,SKU152,430,191,5,46,114,1384913.9
2025-01-01,SKU153,344,242,10,90,206,2581747.52
2025-01-01,SKU154,112,125,9,34,78,444092.32
2025-01-01,SKU155,76,81,14,40,142,441760.64
2025-01-01,SKU156,365,319,9,95,245,426396.65
2025-01-01,SKU157,70,8,10,14,34,83642.3
2025-01-01,SKU158,254,136,7,149,310,1414081.5
2025-01-01,SKU159,476,792,10,149,401,3163900.6
2025-01-01,SKU160,51,101,4,28,51,193991.25
2025-01-01,SKU161,545,82,3,87,138,4015516.4
2025-01-01,SKU162,698,633,14,157,535,772727.88
2025-01-01,SKU163,187,235,7,68,152,458204.23
2025-01-01,SKU164,220,32,3,64,92,236445.0
2025-01-01,SKU165,208,15,6,82,144,1100001.76
2025-01-01,SKU166,318,6,11,48,207,2290239.18
2025-01-01,SKU167,63,152,12,46,135,85580.46
2025-01-01,SKU168,140,78,3,64,92,250051.2
2025-01-01,SKU169,128,86,12,83,252,67873.28
2025-01-01,SKU170,219,65,6,26,79,142426.65
2025-01-01,SKU171,26,147,13,31,83,54568.28
2025-01-01,SKU172,12,7,11,6,28,8322.6
2025-01-01,SKU173,265,233,9,56,177,1651967.6
2025-01-01,SKU174,836,200,7,174,372,5638276.6
2025-01-01,SKU175,525,230,3,129,179,639534.0
2025-01-01,SKU176,89,76,14,33,103,536243.69
2025-01-01,SKU177,170,202,10,45,113,246993.0
2025-01-01,SKU178,299,221,5,70,122,522074.93
2025-01-01,SKU179,521,1078,8,262,558,4088073.39
2025-01-01,SKU180,1181,308,8,301,625,794080.78
2025-01-01,SKU181,295,224,8,268,543,2095128.35
2025-01-01,SKU182,327,462,14,66,269,520498.98
2025-01-01,SKU183,2244,1835,8,398,954,17604651.24
2025-01-01,SKU184,125,33,9,38,90,790828.75
2025-01-01,SKU185,269,107,6,69,124,369810.44
2025-01-01,SKU186,352,286,14,105,433,910064.32
2025-01-01,SKU187,316,221,6,90,176,1668972.96
2025-01-01,SKU188,283,536,11,102,279,396313.2
2025-01-01,SKU189,115,81,5,29,57,451353.15
2025-01-01,SKU190,258,12,8,92,190,332621.34
2025-01-01,SKU191,147,31,11,43,124,524238.75
2025-01-01,SKU192,107,81,7,22,46,553016.66
2025-01-01,SKU193,90,179,12,39,120,174295.8
2025-01-01,SKU194,293,120,9,63,188,793171.51
2025-01-01,SKU195,582,271,4,149,226,2284076.46
2025-01-01,SKU196,18,58,11,9,31,84357.9
2025-01-01,SKU197,248,77,10,61,187,1307356.8
2025-01-01,SKU198,293,164,13,77,213,791293.38
2025-01-01,SKU199,454,229,9,73,199,1631444.46
2025-01-01,SKU200,133,58,10,31,78,404996.97
2025-02-01,SKU001,686,690,9,151,438,2504798.66
2025-02-01,SKU002,455,542,11,153,368,2572843.0
2025-02-01,SKU003,392,283,14,71,230,2410341.36
2025-02-01,SKU004,259,141,9,113,268,321905.92
2025-02-01,SKU005,263,463,8,94,256,1954729.09
2025-02-01,SKU006,293,365,11,85,275,1941535.2
2025-02-01,SKU007,320,5,9,70,227,1455369.6
2025-02-01,SKU008,450,314,14,80,447,2998863.0
2025-02-01,SKU009,321,105,4,37,81,962223.18
2025-02-01,SKU010,115,62,9,22,52,824744.35
2025-02-01,SKU011,715,562,12,132,423,2764969.35
2025-02-01,SKU012,76,12,3,11,20,109876.24
2025-02-01,SKU013,115,167,9,43,123,891043.0
2025-02-01,SKU014,183,26,14,94,358,571153.98
2025-02-01,SKU015,190,638,14,67,339,238809.1
2025-02-01,SKU016,341,270,11,80,192,684915.55
2025-02-01,SKU017,291,111,8,48,143,1950648.66
2025-02-01,SKU018,196,276,9,123,279,523484.64
2025-02-01,SKU019,218,131,14,39,152,709145.28
2025-02-01,SKU020,491,30,5,283,475,2719815.94
2025-02-01,SKU021,100,89,3,40,57,30706.0
2025-02-01,SKU022,123,231,7,69,155,664518.57
2025-02-01,SKU023,145,20,7,42,109,551957.0
2025-02-01,SKU024,241,148,10,70,220,321356.63
2025-02-01,SKU025,448,67,3,196,303,1747648.0
2025-02-01,SKU026,29,162,11,42,104,179183.46
2025-02-01,SKU027,205,215,6,104,211,939691.3
2025-02-01,SKU028,583,312,11,146,372,284993.72
2025-02-01,SKU029,651,305,6,173,349,2223881.1
2025-02-01,SKU030,193,58,13,21,114,398164.79
2025-02-01,SKU031,49,83,3,40,60,123742.15
2025-02-01,SKU032,382,68,14,83,262,1744594.0
2025-02-01,SKU033,385,233,5,74,129,1308807.5
2025-02-01,SKU034,188,31,7,20,61,290279.52
2025-02-01,SKU035,395,233,6,82,207,2310070.6
2025-02-01,SKU036,411,228,8,110,263,616442.46
2025-02-01,SKU037,548,1706,13,321,939,3094271.04
2025-02-01,SKU038,214,201,4,73,113,685422.74
2025-02-01,SKU039,166,63,11,26,91,506972.3
2025-02-01,SKU040,71,103,7,43,92,82683.05
2025-02-01,SKU041,186,33,7,129,247,1055127.78
2025-02-01,SKU042,226,108,9,54,125,1754013.12
2025-02-01,SKU043,589,11,10,120,317,2198471.95
2025-02-01,SKU044,165,7,4,24,54,164509.95
2025-02-01,SKU045,229,577,14,105,322,416395.28
2025-02-01,SKU046,212,277,11,63,205,1004657.4
2025-02-01,SKU047,168,23,7,46,94,1029593.04
2025-02-01,SKU048,46,23,11,16,53,165541.12
2025-02-01,SKU049,267,159,3,126,215,1411444.77
2025-02-01,SKU050,547,381,11,54,245,1899462.97
2025-02-01,SKU051,23,53,7,16,45,64547.66
2025-02-01,SKU052,44,140,12,19,84,46260.28
2025-02-01,SKU053,1142,602,5,139,353,8473274.56
2025-02-01,SKU054,64,177,10,26,92,188047.36
2025-02-01,SKU055,534,327,11,77,255,4100495.22
2025-02-01,SKU056,43,27,13,9,45,271596.6
2025-02-01,SKU057,222,76,13,81,222,899761.56
2025-02-01,SKU058,197,362,5,84,201,922135.33
2025-02-01,SKU059,40,7,14,11,41,112786.4
2025-02-01,SKU060,270,12,8,30,95,985921.2
2025-02-01,SKU061,209,33,4,36,69,1503807.25
2025-02-01,SKU062,245,483,13,130,396,1113226.1
2025-02-01,SKU063,403,231,8,77,224,979112.68
2025-02-01,SKU064,141,427,13,101,363,829673.61
2025-02-01,SKU065,517,244,3,114,165,3799479.53
2025-02-01,SKU066,669,285,5,119,215,361226.55
2025-02-01,SKU067,90,4,3,37,51,601278.3
2025-02-01,SKU068,488,2,9,86,230,1321421.04
2025-02-01,SKU069,809,110,9,241,552,3431527.21
2025-02-01,SKU070,351,18,6,48,136,2634023.34
2025-02-01,SKU071,220,234,8,63,126,796840.0
2025-02-01,SKU072,139,54,11,69,169,995309.5
2025-02-01,SKU073,743,456,6,206,394,5330438.03
2025-02-01,SKU074,28,18,7,5,11,75556.6
2025-02-01,SKU075,1371,975,12,301,997,4312960.35
2025-02-01,SKU076,9,39,11,8,21,54338.58
2025-02-01,SKU077,279,111,3,34,63,590788.08
2025-02-01,SKU078,57,56,13,26,92,381393.84
2025-02-01,SKU079,350,256,13,132,378,1713327.0
2025-02-01,SKU080,730,397,12,101,356,1293830.1
2025-02-01,SKU081,422,8,8,88,208,3283856.3
2025-02-01,SKU082,278,211,9,87,198,379528.38
2025-02-01,SKU083,84,1,3,16,25,106816.08
2025-02-01,SKU084,148,22,12,75,207,176741.6
2025-02-01,SKU085,135,228,7,65,139,641742.75
2025-02-01,SKU086,87,124,9,36,88,563931.39
2025-02-01,SKU087,274,241,4,91,156,346801.8
2025-02-01,SKU088,326,36,3,75,118,2424986.86
2025-02-01,SKU089,370,214,11,36,157,1493516.1
2025-02-01,SKU090,399,207,12,66,224,3054775.92
2025-02-01,SKU091,200,31,5,55,109,88532.0
2025-02-01,SKU092,77,27,10,8,34,397574.87
2025-02-01,SKU093,419,140,8,67,220,1465720.66
2025-02-01,SKU094,4,13,7,5,10,19477.32
2025-02-01,SKU095,538,151,4,79,147,2083248.98
2025-02-01,SKU096,81,94,11,14,51,31447.44
2025-02-01,SKU097,287,48,6,72,181,1844069.71
2025-02-01,SKU098,319,75,6,84,193,1391943.74
2025-02-01,SKU099,513,672,14,139,396,2526053.04
2025-02-01,SKU100,576,40,7,133,299,1814359.68
2025-02-01,SKU101,1032,115,8,132,381,7196187.6
2025-02-01,SKU102,141,144,10,28,121,306077.16
2025-02-01,SKU103,252,69,10,170,406,1657759.32
2025-02-01,SKU104,216,101,10,30,122,165419.28
2025-02-01,SKU105,472,363,6,106,211,3134622.8
2025-02-01,SKU106,316,244,9,150,369,431343.16
2025-02-01,SKU107,239,67,6,32,77,587122.62
2025-02-01,SKU108,30,22,7,8,16,34351.5
2025-02-01,SKU109,106,64,5,47,80,169967.82
2025-02-01,SKU110,918,377,7,173,362,4435188.48
2025-02-01,SKU111,34,127,10,21,75,92290.62
2025-02-01,SKU112,653,547,11,111,419,4591432.37
2025-02-01,SKU113,218,50,8,44,94,361140.98
2025-02-01,SKU114,361,206,8,43,139,787972.75
2025-02-01,SKU115,207,410,12,49,221,130766.04
2025-02-01,SKU116,143,64,4,30,51,616199.87
2025-02-01,SKU117,275,144,14,87,246,179492.5
2025-02-01,SKU118,63,57,10,12,43,64142.19
2025-02-01,SKU119,198,4,4,63,101,1552650.66
2025-02-01,SKU120,445,363,8,93,197,2799472.75
2025-02-01,SKU121,37,9,5,5,11,47832.86
2025-02-01,SKU122,91,32,13,23,104,385405.93
2025-02-01,SKU123,289,78,5,91,175,934753.16
2025-02-01,SKU124,54,75,4,34,55,125014.86
2025-02-01,SKU125,599,24,14,124,385,2085053.11
2025-02-01,SKU126,477,249,11,127,337,1477850.94
2025-02-01,SKU127,281,179,3,86,134,896628.85
2025-02-01,SKU128,741,440,12,97,378,1890135.39
2025-02-01,SKU129,36,102,12,19,55,143174.16
2025-02-01,SKU130,468,246,6,192,349,2059022.16
2025-02-01,SKU131,97,112,13,28,103,628951.88
2025-02-01,SKU132,201,270,5,71,136,1036177.11
2025-02-01,SKU133,1118,824,8,197,521,2033239.52
2025-02-01,SKU134,311,150,5,34,80,2152297.27
2025-02-01,SKU135,100,290,7,92,193,98699.0
2025-02-01,SKU136,205,262,13,50,132,185488.1
2025-02-01,SKU137,945,173,7,265,534,7258847.4
2025-02-01,SKU138,58,64,10,22,82,281360.32
2025-02-01,SKU139,640,154,9,65,253,4852294.4
2025-02-01,SKU140,1005,1,9,152,422,4847205.45
2025-02-01,SKU141,168,293,10,80,311,265021.68
2025-02-01,SKU142,478,169,8,128,268,2240070.52
2025-02-01,SKU143,111,267,11,107,265,684915.51
2025-02-01,SKU144,113,13,8,28,64,459253.47
2025-02-01,SKU145,1190,471,11,308,746,1401748.6
2025-02-01,SKU146,512,74,12,102,297,476026.88
2025-02-01,SKU147,351,251,5,82,148,2194097.49
2025-02-01,SKU148,132,45,4,20,38,374311.08
2025-02-01,SKU149,449,114,11,113,268,1053645.85
2025-02-01,SKU150,344,212,3,86,123,924297.04
2025-02-01,SKU151,1234,433,11,255,709,9261157.66
2025-02-01,SKU152,205,232,12,82,235,660249.65
2025-02-01,SKU153,511,370,11,55,220,3835095.88
2025-02-01,SKU154,195,54,3,28,45,773196.45
2025-02-01,SKU155,237,61,8,44,105,1377595.68
2025-02-01,SKU156,569,79,7,79,225,664711.49
2025-02-01,SKU157,19,35,14,12,43,22702.91
2025-02-01,SKU158,919,15,7,136,322,5116302.75
2025-02-01,SKU159,385,762,14,102,480,2559037.25
2025-02-01,SKU160,112,94,6,50,95,426020.0
2025-02-01,SKU161,146,250,3,107,159,1075716.32
2025-02-01,SKU162,574,680,7,156,371,635452.44
2025-02-01,SKU163,343,133,9,80,191,840449.47
2025-02-01,SKU164,135,98,12,35,155,145091.25
2025-02-01,SKU165,154,94,8,34,122,814424.38
2025-02-01,SKU166,144,52,14,117,347,1037089.44
2025-02-01,SKU167,109,53,3,29,55,148067.78
2025-02-01,SKU168,207,17,4,58,94,369718.56
2025-02-01,SKU169,155,329,8,116,238,82190.3
2025-02-01,SKU170,186,148,6,65,119,120965.1
2025-02-01,SKU171,23,19,5,20,43,48271.94
2025-02-01,SKU172,40,10,4,11,18,27742.0
2025-02-01,SKU173,348,180,6,45,127,2169376.32
2025-02-01,SKU174,721,450,3,146,230,4862676.35
2025-02-01,SKU175,564,233,10,89,263,687042.24
2025-02-01,SKU176,136,51,4,18,38,819428.56
2025-02-01,SKU177,115,183,14,27,126,167083.5
2025-02-01,SKU178,56,60,4,67,106,97779.92
2025-02-01,SKU179,280,377,7,274,554,2197045.2
2025-02-01,SKU180,1303,554,8,166,509,876111.14
2025-02-01,SKU181,921,1227,13,235,745,6541061.73
2025-02-01,SKU182,216,524,12,98,279,343815.84
2025-02-01,SKU183,1351,1109,8,355,957,10598878.71
2025-02-01,SKU184,242,83,7,52,106,1531044.46
2025-02-01,SKU185,299,87,7,47,113,411053.24
2025-02-01,SKU186,460,238,14,138,492,1189288.6
2025-02-01,SKU187,460,204,9,88,250,2429517.6
2025-02-01,SKU188,128,76,5,89,173,179251.2
2025-02-01,SKU189,99,27,9,31,82,388556.19
2025-02-01,SKU190,99,149,5,103,173,127633.77
2025-02-01,SKU191,160,234,11,49,129,570600.0
2025-02-01,SKU192,97,6,3,24,36,501332.86
2025-02-01,SKU193,100,109,9,28,103,193662.0
2025-02-01,SKU194,126,22,6,73,180,341090.82
2025-02-01,SKU195,731,276,4,165,254,2868831.43
2025-02-01,SKU196,21,11,12,6,27,98417.55
2025-02-01,SKU197,359,306,14,91,290,1892504.4
2025-02-01,SKU198,376,259,10,49,177,1015448.16
2025-02-01,SKU199,476,560,12,120,302,1710501.24
2025-02-01,SKU200,151,114,11,19,82,459808.59
2025-03-01,SKU001,549,571,9,221,544,2004569.19
2025-03-01,SKU002,230,341,10,96,322,1300558.0
2025-03-01,SKU003,443,138,3,98,136,2723931.69
2025-03-01,SKU004,376,176,13,114,374,467322.88
2025-03-01,SKU005,320,349,4,183,279,2378377.6
2025-03-01,SKU006,255,628,13,111,346,1689732.0
2025-03-01,SKU007,167,363,5,141,237,759521.01
2025-03-01,SKU008,694,59,4,184,290,4624913.16
2025-03-01,SKU009,333,87,3,51,89,998194.14
2025-03-01,SKU010,43,6,12,10,46,308382.67
2025-03-01,SKU011,610,289,11,160,456,2358924.9
2025-03-01,SKU012,59,57,13,25,77,85298.66
2025-03-01,SKU013,83,75,8,41,128,643100.6
2025-03-01,SKU014,650,677,14,93,371,2028689.0
2025-03-01,SKU015,403,396,9,126,298,506526.67
2025-03-01,SKU016,124,104,13,65,217,249060.2
2025-03-01,SKU017,247,48,9,96,220,1655705.22
2025-03-01,SKU018,586,251,5,76,166,1565112.24
2025-03-01,SKU019,299,88,6,29,80,972635.04
2025-03-01,SKU020,487,36,3,153,274,2697658.58
2025-03-01,SKU021,131,179,8,42,95,40224.86
2025-03-01,SKU022,289,297,9,92,212,1561348.51
2025-03-01,SKU023,130,3,7,82,157,494858.0
2025-03-01,SKU024,310,427,13,81,287,413363.3
2025-03-01,SKU025,298,870,6,225,463,1162498.0
2025-03-01,SKU026,40,20,10,38,101,247149.6
2025-03-01,SKU027,232,96,7,79,220,1063455.52
2025-03-01,SKU028,162,596,10,167,407,79192.08
2025-03-01,SKU029,533,427,4,113,240,1820781.3
2025-03-01,SKU030,79,80,12,29,123,162979.37
2025-03-01,SKU031,203,19,8,26,88,512646.05
2025-03-01,SKU032,339,138,12,81,236,1548213.0
2025-03-01,SKU033,209,20,14,92,267,710495.5
2025-03-01,SKU034,174,4,4,37,62,268662.96
2025-03-01,SKU035,495,388,9,128,330,2894898.6
2025-03-01,SKU036,472,56,13,113,419,707933.92
2025-03-01,SKU037,1199,1019,6,333,645,6770129.52
2025-03-01,SKU038,290,202,11,45,170,928843.9
2025-03-01,SKU039,154,181,13,32,107,470323.7
2025-03-01,SKU040,64,146,13,24,103,74531.2
2025-03-01,SKU041,110,436,11,80,278,624000.3
2025-03-01,SKU042,215,42,3,61,86,1668640.8
2025-03-01,SKU043,428,7,8,80,281,1597531.4
2025-03-01,SKU044,170,125,8,47,119,169495.1
2025-03-01,SKU045,376,215,9,87,241,683688.32
2025-03-01,SKU046,326,226,9,100,223,1544897.7
2025-03-01,SKU047,148,116,3,57,79,907022.44
2025-03-01,SKU048,109,55,7,26,53,392260.48
2025-03-01,SKU049,182,497,12,126,495,962108.42
2025-03-01,SKU050,552,272,6,76,198,1916825.52
2025-03-01,SKU051,156,42,3,28,43,437801.52
2025-03-01,SKU052,78,85,4,27,50,82006.86
2025-03-01,SKU053,1667,1861,13,329,983,12368606.56
2025-03-01,SKU054,189,65,3,29,49,555327.36
2025-03-01,SKU055,304,436,8,102,242,2334364.32
2025-03-01,SKU056,73,58,5,26,44,461082.6
2025-03-01,SKU057,124,84,3,52,82,502569.52
2025-03-01,SKU058,567,324,12,85,386,2654064.63
2025-03-01,SKU059,74,34,3,11,18,208654.84
2025-03-01,SKU060,303,197,13,42,171,1106422.68
2025-03-01,SKU061,225,188,13,33,162,1618931.25
2025-03-01,SKU062,266,161,12,135,405,1208645.48
2025-03-01,SKU063,110,77,14,63,348,267251.6
2025-03-01,SKU064,348,638,14,112,405,2047705.08
2025-03-01,SKU065,634,161,5,132,224,4659323.06
2025-03-01,SKU066,675,355,10,81,277,364466.25
2025-03-01,SKU067,65,89,5,27,51,434256.55
2025-03-01,SKU068,534,565,12,112,316,1445981.22
2025-03-01,SKU069,198,292,3,149,267,839854.62
2025-03-01,SKU070,72,146,7,86,177,540312.48
2025-03-01,SKU071,254,150,6,59,108,919988.0
2025-03-01,SKU072,247,57,7,54,123,1768643.5
2025-03-01,SKU073,876,642,8,116,378,6284607.96
2025-03-01,SKU074,26,2,12,6,20,70159.7
2025-03-01,SKU075,426,214,5,403,720,1340132.1
2025-03-01,SKU076,70,54,12,9,34,422633.4
2025-03-01,SKU077,310,106,13,78,232,656431.2
2025-03-01,SKU078,165,21,10,40,91,1104034.8
2025-03-01,SKU079,515,153,8,73,245,2521038.3
2025-03-01,SKU080,464,348,5,119,234,822379.68
2025-03-01,SKU081,282,69,3,64,114,2194425.3
2025-03-01,SKU082,415,3,8,78,183,566562.15
2025-03-01,SKU083,95,74,11,13,47,120803.9
2025-03-01,SKU084,71,223,10,45,158,84788.2
2025-03-01,SKU085,390,239,6,66,147,1853923.5
2025-03-01,SKU086,70,44,8,37,82,453737.9
2025-03-01,SKU087,286,132,6,124,235,361990.2
2025-03-01,SKU088,360,354,6,83,187,2677899.6
2025-03-01,SKU089,295,171,5,76,136,1190776.35
2025-03-01,SKU090,121,462,14,48,241,926385.68
2025-03-01,SKU091,173,30,4,53,98,76580.18
2025-03-01,SKU092,80,18,3,17,24,413064.8
2025-03-01,SKU093,346,33,12,97,334,1210356.44
2025-03-01,SKU094,16,10,10,5,13,77909.28
2025-03-01,SKU095,156,226,4,129,201,604064.76
2025-03-01,SKU096,107,68,3,28,42,41541.68
2025-03-01,SKU097,604,482,10,86,278,3880899.32
2025-03-01,SKU098,516,419,9,117,286,2251545.36
2025-03-01,SKU099,261,56,3,117,175,1285184.88
2025-03-01,SKU100,615,243,4,182,286,1937206.95
2025-03-01,SKU101,987,290,13,168,613,6882400.35
2025-03-01,SKU102,179,229,10,34,130,388566.04
2025-03-01,SKU103,807,382,4,180,287,5308776.87
2025-03-01,SKU104,156,178,7,44,112,119469.48
2025-03-01,SKU105,642,488,9,104,275,4263618.3
2025-03-01,SKU106,158,459,6,116,272,215671.58
2025-03-01,SKU107,132,17,4,22,52,324268.56
2025-03-01,SKU108,36,11,13,6,21,41221.8
2025-03-01,SKU109,158,13,14,34,146,253348.26
2025-03-01,SKU110,180,520,13,137,525,869644.8
2025-03-01,SKU111,139,8,11,40,105,377305.77
2025-03-01,SKU112,576,102,9,123,374,4050023.04
2025-03-01,SKU113,180,95,7,27,74,298189.8
2025-03-01,SKU114,145,38,8,44,145,316498.75
2025-03-01,SKU115,263,438,9,109,247,166142.36
