Date,SKU,Product_Name,Category,Subcategory,Predicted_Demand,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Lead_Time_Demand,Available_Inventory,Days_of_Inventory,Stock_Coverage_After_Order,Stockout_Gap,Stockout_Risk,Excess_Inventory,Overstock_Risk,Recommended_Stock_Level,Reorder_Quantity,Stock_Status,Action,Priority,Inventory_Health_Score,Health_Level
2025-10-12,SKU021,Product 021,Furniture,Chair,25.58,88,97,9,36,88,230.21999999999997,185,3.4401876465989054,7.2322126661454265,142.21999999999997,High,0.0,Low,266.21999999999997,81.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU022,Product 022,Home Decor,Table,19.46,95,194,8,76,163,155.68,289,4.881808838643371,14.850976361767728,60.68000000000001,High,0.0,Low,231.68,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU023,Product 023,Kitchen,Cushion,19.04,130,79,12,41,148,228.48,209,6.827731092436975,10.976890756302522,98.47999999999999,High,0.0,Low,269.48,60.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU024,Product 024,Lighting,Cookware,19.95,341,18,14,60,259,279.3,359,17.092731829573935,17.99498746867168,-61.69999999999999,Low,1.6999999999999886,Low,339.3,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-12,SKU025,Product 025,Storage,Lamp,19.52,1124,61,14,121,582,273.28,1185,57.58196721311476,60.70696721311476,-850.72,Low,729.72,High,394.28,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-12,SKU026,Product 026,Furniture,Shelf,19.07,160,70,5,31,59,95.35,230,8.390141583639224,12.060828526481384,-64.65,Low,33.650000000000006,Low,126.35,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-12,SKU027,Product 027,Home Decor,Cabinet,28.52,567,103,3,83,133,85.56,670,19.88078541374474,23.492286115007012,-481.44,Low,398.44,Medium,168.56,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-12,SKU028,Product 028,Kitchen,Rug,25.49,174,55,11,114,337,280.39,229,6.826206355433504,8.983915260886622,106.38999999999999,High,0.0,Low,394.39,165.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU029,Product 029,Lighting,Organizer,19.58,261,520,5,196,329,97.89999999999999,781,13.329928498467826,39.88764044943821,-163.10000000000002,Medium,0.0,Low,293.9,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-10-12,SKU030,Product 030,Storage,Sofa,19.04,166,32,9,43,104,171.35999999999999,198,8.718487394957984,10.399159663865547,5.359999999999985,High,0.0,Low,214.35999999999999,16.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU031,Product 031,Furniture,Chair,19.56,93,40,13,28,113,254.27999999999997,133,4.754601226993866,6.79959100204499,161.27999999999997,High,0.0,Low,282.28,149.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU032,Product 032,Home Decor,Table,19.32,278,214,11,60,185,212.52,492,14.389233954451345,25.465838509316768,-65.47999999999999,Low,5.47999999999999,Low,272.52,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-12,SKU033,Product 033,Kitchen,Cushion,19.34,208,168,12,55,183,232.07999999999998,376,10.754912099276112,19.441571871768357,24.079999999999984,High,0.0,Low,287.08,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU034,Product 034,Lighting,Cookware,28.09,34,103,5,34,58,140.45,137,1.2103951584193664,4.877180491278035,106.44999999999999,High,0.0,Low,174.45,37.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU035,Product 035,Storage,Lamp,27.61,670,76,8,137,304,220.88,746,24.26657008330315,27.019195943498733,-449.12,Low,312.12,Medium,357.88,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-12,SKU036,Product 036,Furniture,Shelf,19.98,383,135,3,77,129,59.94,518,19.16916916916917,25.925925925925924,-323.06,Low,246.06,Medium,136.94,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-12,SKU037,Product 037,Home Decor,Cabinet,19.74,355,687,8,315,644,157.92,1042,17.983789260385006,52.78622087132726,-197.08,Medium,0.0,Low,472.91999999999996,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-10-12,SKU038,Product 038,Kitchen,Rug,20.13,159,310,12,56,175,241.56,469,7.89865871833085,23.298559364133137,82.56,High,0.0,Low,297.56,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU039,Product 039,Lighting,Organizer,19.83,93,35,3,17,31,59.489999999999995,128,4.689863842662633,6.454866364094807,-33.510000000000005,Low,16.510000000000005,Low,76.49,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-12,SKU040,Product 040,Storage,Sofa,19.68,67,29,9,36,93,177.12,96,3.404471544715447,4.878048780487805,110.12,High,0.0,Low,213.12,117.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU041,Product 041,Furniture,Chair,24.24,440,40,4,78,139,96.96,480,18.151815181518153,19.801980198019802,-343.04,Low,265.04,Medium,174.95999999999998,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-12,SKU042,Product 042,Home Decor,Table,26.03,90,120,6,41,88,156.18,210,3.4575489819439107,8.067614291202458,66.18,High,0.0,Low,197.18,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-12,SKU043,Product 043,Kitchen,Cushion,21.17,559,211,12,142,393,254.04000000000002,770,26.405290505432212,36.37222484648087,-304.96,Low,162.95999999999998,Medium,396.04,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-12,SKU044,Product 044,Lighting,Cookware,22.34,223,39,5,55,93,111.7,262,9.982094897045657,11.727842435094002,-111.3,Low,56.3,Low,166.7,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-12,SKU045,Product 045,Storage,Lamp,21.98,307,142,4,88,142,87.92,449,13.967242948134668,20.42766151046406,-219.07999999999998,Low,131.07999999999998,Low,175.92000000000002,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-12,SKU046,Product 046,Furniture,Shelf,21.53,119,182,4,46,96,86.12,301,5.52717138875987,13.980492336274965,-32.879999999999995,Medium,0.0,Low,132.12,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-12,SKU047,Product 047,Home Decor,Cabinet,21.88,201,129,9,44,99,196.92,330,9.186471663619745,15.082266910420476,-4.0800000000000125,Medium,0.0,Low,240.92,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-12,SKU048,Product 048,Kitchen,Rug,25.47,106,50,3,22,31,76.41,156,4.161758932076953,6.124852767962309,-29.590000000000003,Low,7.590000000000003,Low,98.41,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-12,SKU049,Product 049,Lighting,Organizer,25.72,780,599,5,206,344,128.6,1379,30.326594090202178,53.61586314152411,-651.4,Low,445.4,High,334.6,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-12,SKU050,Product 050,Storage,Sofa,21.3,328,525,14,69,316,298.2,853,15.39906103286385,40.04694835680751,-29.80000000000001,Medium,0.0,Low,367.2,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU001,Product 001,Furniture,Chair,22.49,771,147,4,159,289,89.96,918,34.28190306803024,40.81814139617608,-681.04,Low,522.04,High,248.95999999999998,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-13,SKU002,Product 002,Home Decor,Table,22.88,526,29,3,94,149,68.64,555,22.98951048951049,24.256993006993007,-457.36,Low,363.36,High,162.64,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-13,SKU003,Product 003,Kitchen,Cushion,22.64,349,12,3,88,123,67.92,361,15.415194346289752,15.945229681978798,-281.08,Low,193.07999999999998,Medium,155.92000000000002,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-13,SKU004,Product 004,Lighting,Cookware,22.7,259,254,6,98,196,136.2,513,11.409691629955947,22.599118942731277,-122.80000000000001,Low,24.80000000000001,Low,234.2,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-13,SKU005,Product 005,Storage,Lamp,23.89,471,291,6,129,245,143.34,762,19.7153620761825,31.89619087484303,-327.65999999999997,Low,198.65999999999997,Medium,272.34000000000003,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-13,SKU006,Product 006,Furniture,Shelf,23.81,359,485,13,129,340,309.53,844,15.07769844603108,35.44729105417892,-49.47000000000003,Medium,0.0,Low,438.53,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU007,Product 007,Home Decor,Cabinet,21.89,207,460,8,98,237,175.12,667,9.456372772955687,30.470534490634993,-31.879999999999995,Medium,0.0,Low,273.12,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-10-13,SKU008,Product 008,Kitchen,Rug,23.85,325,155,3,91,161,71.55000000000001,480,13.626834381551362,20.12578616352201,-253.45,Low,162.45,Low,162.55,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-13,SKU009,Product 009,Lighting,Organizer,22.14,75,89,7,63,131,154.98000000000002,164,3.3875338753387534,7.407407407407407,79.98000000000002,High,0.0,Low,217.98000000000002,54.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU010,Product 010,Storage,Sofa,21.69,83,70,13,22,60,281.97,153,3.8266482249884737,7.053941908713693,198.97000000000003,High,0.0,Low,303.97,151.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU011,Product 011,Furniture,Chair,21.21,753,269,3,179,247,63.63,1022,35.5021216407355,48.18481848184818,-689.37,Low,510.37,High,242.63,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-13,SKU012,Product 012,Home Decor,Table,24.74,47,60,12,16,58,296.88,107,1.8997574777687956,4.3249797898140665,249.88,High,0.0,Low,312.88,206.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU013,Product 013,Kitchen,Cushion,25.64,151,95,4,32,61,102.56,246,5.889235569422777,9.594383775351014,-48.44,Low,16.439999999999998,Low,134.56,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-13,SKU014,Product 014,Lighting,Cookware,21.77,309,334,10,130,299,217.7,643,14.193844740468535,29.536058796508957,-91.30000000000001,Medium,0.0,Low,347.7,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU015,Product 015,Storage,Lamp,22.08,187,245,9,119,265,198.71999999999997,432,8.469202898550725,19.565217391304348,11.71999999999997,High,0.0,Low,317.71999999999997,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU016,Product 016,Furniture,Shelf,21.97,255,187,11,30,129,241.67,442,11.606736458807465,20.118343195266274,-13.330000000000013,Medium,0.0,Low,271.66999999999996,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU017,Product 017,Home Decor,Cabinet,21.53,95,26,12,108,274,258.36,121,4.412447747329308,5.62006502554575,163.36,High,0.0,Low,366.36,245.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU018,Product 018,Kitchen,Rug,21.77,235,102,8,66,184,174.16,337,10.794671566375747,15.480018373909049,-60.84,Medium,0.0,Low,240.16,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU019,Product 019,Lighting,Organizer,25.61,227,114,14,25,126,358.53999999999996,341,8.86372510737993,13.315111284654432,131.53999999999996,High,0.0,Low,383.53999999999996,43.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU020,Product 020,Storage,Sofa,25.47,1002,353,3,129,227,76.41,1355,39.34040047114252,53.19984295249313,-925.59,Low,796.59,High,205.41,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-13,SKU021,Product 021,Furniture,Chair,23.84,88,97,9,36,88,214.56,185,3.691275167785235,7.760067114093959,126.56,High,0.0,Low,250.56,66.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU022,Product 022,Home Decor,Table,23.73,95,194,8,76,163,189.84,289,4.003371260008428,12.178676780446692,94.84,High,0.0,Low,265.84000000000003,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU023,Product 023,Kitchen,Cushion,23.06,130,79,12,41,148,276.71999999999997,209,5.637467476149176,9.0633130962706,146.71999999999997,High,0.0,Low,317.71999999999997,109.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU024,Product 024,Lighting,Cookware,23.55,341,18,14,60,259,329.7,359,14.479830148619957,15.24416135881104,-11.300000000000011,Medium,0.0,Low,389.7,31.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU025,Product 025,Storage,Lamp,24.23,1124,61,14,121,582,339.22,1185,46.38877424680148,48.90631448617416,-784.78,Low,663.78,High,460.22,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-13,SKU026,Product 026,Furniture,Shelf,27.5,160,70,5,31,59,137.5,230,5.818181818181818,8.363636363636363,-22.5,Medium,0.0,Low,168.5,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU027,Product 027,Home Decor,Cabinet,26.57,567,103,3,83,133,79.71000000000001,670,21.33985698155815,25.21640948438088,-487.28999999999996,Low,404.28999999999996,High,162.71,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-13,SKU028,Product 028,Kitchen,Rug,22.23,174,55,11,114,337,244.53,229,7.827260458839406,10.301394511920828,70.53,High,0.0,Low,358.53,130.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU029,Product 029,Lighting,Organizer,24.98,261,520,5,196,329,124.9,781,10.44835868694956,31.265012009607684,-136.1,Medium,0.0,Low,320.9,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-10-13,SKU030,Product 030,Storage,Sofa,23.87,166,32,9,43,104,214.83,198,6.95433598659405,8.294930875576037,48.83000000000001,High,0.0,Low,257.83000000000004,60.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU031,Product 031,Furniture,Chair,24.09,93,40,13,28,113,313.17,133,3.8605230386052303,5.520963055209631,220.17000000000002,High,0.0,Low,341.17,208.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU032,Product 032,Home Decor,Table,24.07,278,214,11,60,185,264.77,492,11.54964686331533,20.44038221852929,-13.230000000000018,Medium,0.0,Low,324.77,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU033,Product 033,Kitchen,Cushion,26.95,208,168,12,55,183,323.4,376,7.717996289424861,13.951762523191094,115.39999999999998,High,0.0,Low,378.4,2.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU034,Product 034,Lighting,Cookware,27.34,34,103,5,34,58,136.7,137,1.2435991221653255,5.01097293343087,102.69999999999999,High,0.0,Low,170.7,34.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU035,Product 035,Storage,Lamp,23.19,670,76,8,137,304,185.52,746,28.891763691246226,32.16903837861147,-484.48,Low,347.48,High,322.52,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-13,SKU036,Product 036,Furniture,Shelf,23.62,383,135,3,77,129,70.86,518,16.21507197290432,21.93056731583404,-312.14,Low,235.14,Medium,147.86,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-13,SKU037,Product 037,Home Decor,Cabinet,24.71,355,687,8,315,644,197.68,1042,14.366653176851477,42.16916228247673,-157.32,Medium,0.0,Low,512.6800000000001,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-10-13,SKU038,Product 038,Kitchen,Rug,24.39,159,310,12,56,175,292.68,469,6.519065190651906,19.229192291922917,133.68,High,0.0,Low,348.68,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU039,Product 039,Lighting,Organizer,23.2,93,35,3,17,31,69.6,128,4.008620689655173,5.517241379310345,-23.400000000000006,Low,6.400000000000006,Low,86.6,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-13,SKU040,Product 040,Storage,Sofa,25.37,67,29,9,36,93,228.33,96,2.6409144659046118,3.7839968466692944,161.33,High,0.0,Low,264.33000000000004,168.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU041,Product 041,Furniture,Chair,26.75,440,40,4,78,139,107.0,480,16.44859813084112,17.94392523364486,-333.0,Low,255.0,Medium,185.0,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-13,SKU042,Product 042,Home Decor,Table,23.0,90,120,6,41,88,138.0,210,3.9130434782608696,9.130434782608695,48.0,High,0.0,Low,179.0,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU043,Product 043,Kitchen,Cushion,22.73,559,211,12,142,393,272.76,770,24.593048834139903,33.875934887813465,-286.24,Low,144.24,Low,414.76,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-13,SKU044,Product 044,Lighting,Cookware,23.84,223,39,5,55,93,119.2,262,9.354026845637584,10.98993288590604,-103.8,Low,48.8,Low,174.2,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-13,SKU045,Product 045,Storage,Lamp,22.25,307,142,4,88,142,89.0,449,13.797752808988765,20.179775280898877,-218.0,Low,130.0,Low,177.0,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-13,SKU046,Product 046,Furniture,Shelf,23.71,119,182,4,46,96,94.84,301,5.018979333614508,12.695065373260228,-24.159999999999997,Medium,0.0,Low,140.84,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU047,Product 047,Home Decor,Cabinet,30.23,201,129,9,44,99,272.07,330,6.649024148197155,10.916308303010254,71.07,High,0.0,Low,316.07,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-13,SKU048,Product 048,Kitchen,Rug,28.23,106,50,3,22,31,84.69,156,3.7548707049238397,5.526036131774708,-21.310000000000002,Medium,0.0,Low,106.69,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-13,SKU049,Product 049,Lighting,Organizer,21.73,780,599,5,206,344,108.65,1379,35.89507593189139,63.46065347445927,-671.35,Low,465.35,High,314.65,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-13,SKU050,Product 050,Storage,Sofa,22.58,328,525,14,69,316,316.12,853,14.526129317980514,37.77679362267494,-11.879999999999995,Medium,0.0,Low,385.12,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-14,SKU001,Product 001,Furniture,Chair,24.01,771,147,4,159,289,96.04,918,32.111620158267385,38.23406913785922,-674.96,Low,515.96,High,255.04000000000002,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-14,SKU002,Product 002,Home Decor,Table,23.51,526,29,3,94,149,70.53,555,22.37345810293492,23.606975754997872,-455.47,Low,361.47,High,164.53,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-14,SKU003,Product 003,Kitchen,Cushion,23.23,349,12,3,88,123,69.69,361,15.023676280671545,15.540249677141627,-279.31,Low,191.31,Medium,157.69,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-14,SKU004,Product 004,Lighting,Cookware,28.26,259,254,6,98,196,169.56,513,9.164897381457891,18.152866242038215,-89.44,Medium,0.0,Low,267.56,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-14,SKU005,Product 005,Storage,Lamp,29.18,471,291,6,129,245,175.07999999999998,762,16.141192597669637,26.11377655928718,-295.92,Low,166.92000000000002,Low,304.08,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-14,SKU006,Product 006,Furniture,Shelf,22.97,359,485,13,129,340,298.61,844,15.629081410535482,36.743578580757514,-60.389999999999986,Medium,0.0,Low,427.61,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-14,SKU007,Product 007,Home Decor,Cabinet,23.37,207,460,8,98,237,186.96,667,8.857509627727856,28.54086435601198,-20.039999999999992,Medium,0.0,Low,284.96000000000004,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-10-14,SKU008,Product 008,Kitchen,Rug,24.02,325,155,3,91,161,72.06,480,13.530391340549542,19.983347210657787,-252.94,Low,161.94,Low,163.06,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-14,SKU009,Product 009,Lighting,Organizer,24.05,75,89,7,63,131,168.35,164,3.1185031185031185,6.819126819126819,93.35,High,0.0,Low,231.35,67.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU010,Product 010,Storage,Sofa,23.56,83,70,13,22,60,306.28,153,3.5229202037351444,6.494057724957556,223.27999999999997,High,0.0,Low,328.28,175.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU011,Product 011,Furniture,Chair,28.3,753,269,3,179,247,84.9,1022,26.607773851590107,36.113074204947,-668.1,Low,489.1,High,263.9,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-14,SKU012,Product 012,Home Decor,Table,29.06,47,60,12,16,58,348.71999999999997,107,1.6173434273916036,3.682037164487268,301.71999999999997,High,0.0,Low,364.71999999999997,258.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU013,Product 013,Kitchen,Cushion,23.35,151,95,4,32,61,93.4,246,6.466809421841542,10.535331905781584,-57.599999999999994,Low,25.599999999999994,Low,125.4,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-10-14,SKU014,Product 014,Lighting,Cookware,23.88,309,334,10,130,299,238.79999999999998,643,12.939698492462313,26.92629815745394,-70.20000000000002,Medium,0.0,Low,368.79999999999995,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-10-14,SKU015,Product 015,Storage,Lamp,23.95,187,245,9,119,265,215.54999999999998,432,7.807933194154489,18.03757828810021,28.549999999999983,High,0.0,Low,334.54999999999995,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU016,Product 016,Furniture,Shelf,23.52,255,187,11,30,129,258.71999999999997,442,10.841836734693878,18.792517006802722,3.7199999999999704,High,0.0,Low,288.71999999999997,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU017,Product 017,Home Decor,Cabinet,24.6,95,26,12,108,274,295.20000000000005,121,3.8617886178861784,4.918699186991869,200.20000000000005,High,0.0,Low,403.20000000000005,282.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU018,Product 018,Kitchen,Rug,30.31,235,102,8,66,184,242.48,337,7.753216760145167,11.118442758165623,7.47999999999999,High,0.0,Low,308.48,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU019,Product 019,Lighting,Organizer,30.43,227,114,14,25,126,426.02,341,7.4597436740059155,11.206046664475846,199.01999999999998,High,0.0,Low,451.02,110.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU020,Product 020,Storage,Sofa,27.28,1002,353,3,129,227,81.84,1355,36.73020527859237,49.670087976539584,-920.16,Low,791.16,High,210.84,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-14,SKU021,Product 021,Furniture,Chair,26.83,88,97,9,36,88,241.46999999999997,185,3.2799105478941484,6.895266492732016,153.46999999999997,High,0.0,Low,277.46999999999997,92.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU022,Product 022,Home Decor,Table,26.62,95,194,8,76,163,212.96,289,3.568745304282494,10.856498873027798,117.96000000000001,High,0.0,Low,288.96000000000004,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU023,Product 023,Kitchen,Cushion,26.54,130,79,12,41,148,318.48,209,4.898266767143934,7.8749058025621705,188.48000000000002,High,0.0,Low,359.48,150.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU024,Product 024,Lighting,Cookware,27.28,341,18,14,60,259,381.92,359,12.5,13.159824046920821,40.920000000000016,High,0.0,Low,441.92,83.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU025,Product 025,Storage,Lamp,34.15,1124,61,14,121,582,478.09999999999997,1185,32.91361639824305,34.69985358711567,-645.9000000000001,Low,524.9000000000001,High,599.0999999999999,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-14,SKU026,Product 026,Furniture,Shelf,33.55,160,70,5,31,59,167.75,230,4.7690014903129665,6.855439642324889,7.75,High,0.0,Low,198.75,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU027,Product 027,Home Decor,Cabinet,26.49,567,103,3,83,133,79.47,670,21.40430351075878,25.29256323140808,-487.53,Low,404.53,High,162.47,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-10-14,SKU028,Product 028,Kitchen,Rug,25.97,174,55,11,114,337,285.66999999999996,229,6.7000385059684255,8.81786676934925,111.66999999999996,High,0.0,Low,399.66999999999996,171.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU029,Product 029,Lighting,Organizer,25.66,261,520,5,196,329,128.3,781,10.171473109898676,30.43647700701481,-132.7,Medium,0.0,Low,324.3,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-10-14,SKU030,Product 030,Storage,Sofa,25.78,166,32,9,43,104,232.02,198,6.439100077579519,7.6803723816912335,66.02000000000001,High,0.0,Low,275.02,77.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU031,Product 031,Furniture,Chair,25.62,93,40,13,28,113,333.06,133,3.629976580796253,5.191256830601093,240.06,High,0.0,Low,361.06,228.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU032,Product 032,Home Decor,Table,36.88,278,214,11,60,185,405.68,492,7.537960954446854,13.34056399132321,127.68,High,0.0,Low,465.68,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU033,Product 033,Kitchen,Cushion,39.34,208,168,12,55,183,472.08000000000004,376,5.287239450940518,9.557702084392474,264.08000000000004,High,0.0,Low,527.08,151.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU034,Product 034,Lighting,Cookware,27.1,34,103,5,34,58,135.5,137,1.2546125461254611,5.0553505535055345,101.5,High,0.0,Low,169.5,32.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-10-14,SKU035,Product 035,Storage,Lamp,28.07,670,76,8,137,304,224.56,746,23.868899180619877,26.576416102600643,-445.44,Low,308.44,Medium,361.56,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-14,SKU036,Product 036,Furniture,Shelf,27.47,383,135,3,77,129,82.41,518,13.942482708409175,18.8569348380051,-300.59000000000003,Low,223.59000000000003,Medium,159.41,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-10-14,SKU037,Product 037,Home Decor,Cabinet,26.8,355,687,8,315,644,214.4,1042,13.246268656716417,38.88059701492537,-140.6,Medium,0.0,Low,529.4,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-10-14,SKU038,Product 038,Kitchen,Rug,26.39,159,310,12,56,175,316.68,469,6.025009473285335,17.771883289124666,157.68,High,0.0,Low,372.68,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
